Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly,Color
ISSUE-0424,KEY-0424,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,In Progress,Reporter 9,Assignee 11,2024-02-28 03:35:00,2026-01-30 04:52:05.816519,7,6,High,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,13465.756346377679,KRI,User_66,2024-02-29 02:40:00,data_modification,DE,IN,6293,6,7.870846925685337,209.6804323727246,55.18657825910214,36319.21746295525,5.050000000000001,Medium,Routine Monitoring | Limit Data Transfer,0,Yellow
ISSUE-0425,KEY-0425,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 3,Assignee 17,2024-02-29 13:00:00,2024-03-14 13:00:00.000000,14,7,High,Finance,Steps to resolve Inconsistent Review of Security Policies,10100.042857772876,KPI,User_71,2024-03-01 10:22:00,data_modification,FR,FR,826,6,5.99836442740628,35.14347461625371,30.060775930760066,8697.748540283657,5.1000000000000005,Medium,Routine Monitoring,0,Yellow
ISSUE-0426,KEY-0426,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 10,Assignee 13,2024-03-01 11:31:00,2024-03-07 11:31:00.000000,6,10,Critical,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,6683.882227398258,KRI,User_53,2024-03-01 19:10:00,data_modification,EU,Unknown,1447,10,4.813991737333985,0.44279241488411897,35.958909022251945,11536.71169979876,5.8500000000000005,Medium,Routine Monitoring,0,Yellow
ISSUE-0427,KEY-0427,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 3,Assignee 6,2024-03-02 06:33:00,2024-03-09 06:33:00.000000,7,6,High,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,4604.389328765366,KRI,User_4,2024-03-03 00:16:00,data_modification,CN,IN,942,7,3.4854513311335253,9.606908526416627,39.69947593987218,9734.316113280858,4.6000000000000005,Medium,Routine Monitoring,0,Yellow
ISSUE-0428,KEY-0428,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 9,Assignee 12,2024-03-03 03:15:00,2024-03-10 03:15:00.000000,7,10,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,18331.12369815122,KPI,User_72,2024-03-04 02:39:00,file_access,JP,USA,2301,6,4.64149087907956,6.121269284126901,36.89842392812163,15204.341996155574,6.6000000000000005,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0429,KEY-0429,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 2,Assignee 9,2024-03-04 19:33:00,2026-02-24 04:52:05.816519,23,9,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,12420.962647272605,KRI,User_96,2024-03-04 22:23:00,login,JP,JP,121,1,6.111786498460532,0.24522044600510903,21.786860421444118,3253.546182604954,5.55,Medium,Routine Monitoring,0,Yellow
ISSUE-0430,KEY-0430,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,In Progress,Reporter 3,Assignee 11,2024-03-05 23:23:00,2026-03-09 04:52:05.816519,13,10,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,18205.770848546475,KRI,User_88,2024-03-06 09:37:00,login,DE,USA,109,1,9.183881386610242,0.1,18.986514441075713,4028.8013277826585,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0431,KEY-0431,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 5,Assignee 13,2024-03-06 11:14:00,2026-01-30 04:52:05.816519,37,6,High,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,8422.981494224596,KPI,User_83,2024-03-07 09:31:00,login,CN,USA,237,1,6.168632368141288,0.591527527038627,31.393671940019154,5732.739276959332,5.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0432,KEY-0432,Weak Authentication Protocols,1,Access Control,Low,Resolved,Reporter 3,Assignee 14,2024-03-07 10:58:00,2024-03-09 10:58:00.000000,2,5,Medium,Operations,Steps to resolve Weak Authentication Protocols,11120.160302553286,KPI,User_13,2024-03-07 14:45:00,file_access,JP,IN,258,5,5.616268304754686,35.73059517748053,44.045581066784756,4793.610236774919,2.85,Low,No Action Needed,0,Green
ISSUE-0433,KEY-0433,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 9,Assignee 1,2024-03-08 15:06:00,2024-03-14 15:06:00.000000,6,1,Low,Finance,Steps to resolve Outdated Operating System Components,7069.512314982882,KPI,User_71,2024-03-09 06:32:00,login,JP,CN,384,1,5.99836442740628,0.5169101518343419,12.915672239936505,6421.050893997193,1.9500000000000002,Low,No Action Needed,0,Green
ISSUE-0434,KEY-0434,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 4,Assignee 9,2024-03-09 06:25:00,2025-11-22 04:52:05.816519,21,10,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,13231.128636121612,KPI,User_86,2024-03-09 16:06:00,login,CN,IN,20,1,3.468332302963179,0.5970956874050605,25.998100063247634,3979.6981019414866,6.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0435,KEY-0435,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,In Progress,Reporter 4,Assignee 14,2024-03-10 19:36:00,2025-11-07 04:52:05.816519,26,10,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,27312.084587235793,KPI,User_34,2024-03-10 21:47:00,login,CN,EU,365,1,7.31927981487639,0.1,22.45796238368298,6427.536876216976,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0436,KEY-0436,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 4,Assignee 1,2024-03-11 01:05:00,2024-03-31 01:05:00.000000,20,10,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,39932.21021640049,KRI,User_8,2024-03-11 05:26:00,data_modification,CANADA,JP,1001,8,4.383194124915833,34.49615904988548,13.812326394205655,7578.11234680054,7.15,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0437,KEY-0437,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 2,Assignee 18,2024-03-12 15:24:00,2024-03-24 15:24:00.000000,12,10,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,10994.689566261028,KPI,User_100,2024-03-12 22:02:00,data_modification,UK,USA,217,1,9.214812650428271,2.011303366500798,31.237577776424768,4711.299795746666,5.75,Medium,Routine Monitoring,0,Yellow
ISSUE-0438,KEY-0438,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,In Progress,Reporter 5,Assignee 13,2024-03-13 10:25:00,2026-03-22 04:52:05.816519,8,6,High,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,6539.922288313609,KRI,User_2,2024-03-13 23:28:00,file_access,JP,CANADA,2456,10,11.793330204630664,10.308239189959606,29.31243891764788,16458.173755475982,5.050000000000001,Medium,Routine Monitoring,0,Yellow
ISSUE-0439,KEY-0439,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 6,Assignee 19,2024-03-14 16:16:00,2024-03-15 16:16:00.000000,1,8,High,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,7382.920174920273,KRI,User_82,2024-03-15 04:18:00,data_modification,AU,CANADA,338,8,5.449578752817587,35.24008218434695,25.030347654134268,5455.605340161636,4.0,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0440,KEY-0440,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Open,Reporter 8,Assignee 4,2024-03-15 17:33:00,2026-02-22 04:52:05.816519,9,10,Critical,External Contractors,Steps to resolve Increased Exposure due to Insufficient Data Encryption,13355.45536820521,KRI,User_10,2024-03-16 12:38:00,file_access,Unknown,CANADA,4481,20,5.8237426119427065,20.994153366443108,46.95471049268286,26736.741735391537,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,0,Orange-Red
ISSUE-0441,KEY-0441,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 1,Assignee 1,2024-03-16 12:40:00,2026-03-15 04:52:05.816519,31,10,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,6566.372430889355,KPI,User_54,2024-03-16 14:39:00,login,DE,USA,183,1,4.39409783416808,1.1543731306893177,46.95449556226218,6225.526576554577,6.55,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0442,KEY-0442,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 8,Assignee 13,2024-03-17 16:53:00,2024-03-22 16:53:00.000000,5,10,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,14256.039361109695,KRI,User_63,2024-03-18 04:30:00,data_modification,JP,JP,1433,6,6.602162623143215,3.5435070842806256,27.02810358193696,10453.25056852861,5.2,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0443,KEY-0443,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 8,Assignee 14,2024-03-18 18:15:00,2026-02-18 04:52:05.816519,19,10,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,33246.23766415666,KRI,User_49,2024-03-19 15:09:00,file_access,EU,IN,2650,16,11.618569294653124,30.003953654822908,25.498305085093634,17754.173032505263,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,0,Orange-Red
ISSUE-0444,KEY-0444,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 10,Assignee 20,2024-03-19 05:58:00,2024-03-24 05:58:00.000000,5,3,Low,Operations,Steps to resolve Inadequate Firewall Configurations,15881.430035114365,KPI,User_83,2024-03-19 16:24:00,file_access,CN,UK,1922,12,9.868359032182507,9.42670947551158,45.76956196814493,10550.41307670805,3.45,Low,Log for Reference,0,Green-Yellow
ISSUE-0445,KEY-0445,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,In Progress,Reporter 4,Assignee 2,2024-03-20 13:04:00,2025-12-12 04:52:05.816519,19,10,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,33338.64888979351,KRI,User_92,2024-03-21 01:39:00,file_access,CN,CN,1033,7,2.7551240267060537,6.8271672286993415,30.932366564271103,7915.407241647594,6.55,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0446,KEY-0446,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 5,Assignee 4,2024-03-21 20:32:00,2024-03-24 20:32:00.000000,3,6,High,Finance,Steps to resolve Outdated Operating System Components,5701.863079212314,KPI,User_73,2024-03-22 14:47:00,file_access,IN,UK,62,2,4.472650681328276,3.8425422163957035,29.654592269704985,3184.8120455710596,3.4000000000000004,Low,No Action Needed,0,Green
ISSUE-0447,KEY-0447,Insufficient Access Control Measures,1,Control Effectiveness,Low,In Progress,Reporter 6,Assignee 11,2024-03-22 04:53:00,2025-11-14 04:52:05.816519,9,5,Medium,Sales,Steps to resolve Insufficient Access Control Measures,2272.786434460796,KPI,User_28,2024-03-22 12:13:00,file_access,JP,JP,85,15,15.577470195676245,2.926928274632623,44.98714436785677,4033.025190978651,3.45,Low,No Action Needed,0,Green
ISSUE-0448,KEY-0448,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 5,Assignee 7,2024-03-24 01:57:00,2024-04-01 01:57:00.000000,8,10,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,6588.228658986341,KRI,User_12,2024-03-24 04:44:00,data_modification,CN,CANADA,342,5,6.370683835401294,25.186525057296592,19.7448219936281,6787.227380592815,5.8999999999999995,Medium,Routine Monitoring,0,Yellow
ISSUE-0449,KEY-0449,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,In Progress,Reporter 2,Assignee 5,2024-03-24 02:13:00,2026-03-01 04:52:05.816519,3,3,Low,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,5096.194466093453,KRI,User_15,2024-03-24 22:46:00,login,DE,UK,610,1,5.124521063145914,0.16723915801321956,32.89726190307625,7292.202909759231,2.1500000000000004,Low,No Action Needed,0,Green
ISSUE-0450,KEY-0450,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Open,Reporter 10,Assignee 17,2024-03-25 12:42:00,2025-12-11 04:52:05.816519,35,10,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,24341.427968469383,KPI,User_64,2024-03-25 21:13:00,data_modification,AU,EU,2838,11,4.797552011916169,11.531543525687303,44.809804797050056,20223.5709661447,7.4,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0451,KEY-0451,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Open,Reporter 4,Assignee 16,2024-03-26 11:45:00,2026-03-27 04:52:05.816519,37,10,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,25420.26904441038,KRI,User_78,2024-03-27 09:22:00,file_access,USA,CANADA,439,5,5.076915825123225,9.75212465569197,32.97651441749263,6961.467798759595,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0452,KEY-0452,Outdated Operating System Components,1,System Vulnerability,High,Open,Reporter 3,Assignee 9,2024-03-27 04:21:00,2026-02-05 04:52:05.816519,21,10,Critical,Legal,Steps to resolve Outdated Operating System Components,9134.825569536162,KPI,User_28,2024-03-27 16:36:00,data_modification,IN,Unknown,1379,13,6.400772667930616,6.154378372668093,50.608748358731134,10586.51742246009,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,0,Orange-Red
ISSUE-0453,KEY-0453,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 1,Assignee 12,2024-03-28 01:33:00,2024-04-10 01:33:00.000000,13,10,Critical,HR,Steps to resolve Weak Authentication Protocols,8874.629729760305,KPI,User_72,2024-03-28 13:27:00,login,IN,IN,10,1,3.6916894431867697,0.41463427174881845,46.10996195514586,4026.6309033281805,6.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0454,KEY-0454,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,In Progress,Reporter 8,Assignee 16,2024-03-29 04:53:00,2025-11-22 04:52:05.816519,15,6,High,Legal,Steps to resolve Weak Cloud Storage Access Controls,1582.3976247845012,KRI,User_42,2024-03-29 10:10:00,login,CANADA,Unknown,56,1,2.3812486337615666,0.2195226189585165,17.362832474105947,4903.465168762341,4.45,Medium,Routine Monitoring,0,Yellow
ISSUE-0455,KEY-0455,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,In Progress,Reporter 2,Assignee 20,2024-03-30 23:21:00,2025-12-17 04:52:05.816519,42,10,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,12429.749113206208,KRI,User_22,2024-03-31 15:40:00,login,FR,JP,514,2,7.398002733397567,7.469481708796593,30.73761472132935,6656.717155203556,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0456,KEY-0456,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Open,Reporter 4,Assignee 16,2024-03-31 10:18:00,2026-01-07 04:52:05.816519,13,4,Medium,Operations,Steps to resolve Weak Cloud Storage Access Controls,7116.1102382706795,KRI,User_50,2024-04-01 02:23:00,data_modification,IN,IN,3060,8,7.92136744343892,4.220056298662873,41.15050784407018,18567.266054268224,3.4499999999999997,Low,No Action Needed,0,Green
ISSUE-0457,KEY-0457,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 10,Assignee 16,2024-04-01 09:42:00,2025-11-10 04:52:05.816519,15,10,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,19420.326142593512,KRI,User_68,2024-04-02 05:45:00,data_modification,AU,EU,106,11,11.919584178033045,81.22480121989814,28.759452485122427,4880.105309356613,6.800000000000001,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0458,KEY-0458,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 1,Assignee 14,2024-04-02 22:42:00,2026-03-16 04:52:05.816519,15,10,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,11247.595550092663,KPI,User_86,2024-04-03 12:51:00,login,UK,DE,10,2,2.1792629143741653,0.5083842060475708,26.72578611273994,4241.361863575921,6.8,Medium,Increase Monitoring & Investigate,0,Orange
ISSUE-0459,KEY-0459,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 1,Assignee 6,2024-04-03 15:26:00,2024-04-04 15:26:00.000000,1,10,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,12528.02361534578,KRI,User_12,2024-04-04 06:59:00,login,UK,AU,197,1,1.0,0.1450676486768763,43.83407568371232,5882.743572395148,6.3999999999999995,Medium,Increase Monitoring & Investigate,0,Orange
ISSUE-0460,KEY-0460,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Closed,Reporter 5,Assignee 17,2024-04-04 12:18:00,2024-04-13 12:18:00.000000,9,10,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,8028.162422916797,KRI,User_59,2024-04-04 20:07:00,file_access,AU,FR,1231,20,5.344589407970448,27.580605985988683,31.002900739691558,9974.989702641713,6.1,Medium,Routine Monitoring,0,Yellow
ISSUE-0461,KEY-0461,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Closed,Reporter 2,Assignee 14,2024-04-05 19:30:00,2024-04-08 19:30:00.000000,3,9,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,5455.089808472832,KPI,User_12,2024-04-06 08:17:00,login,Unknown,USA,51,1,3.1402562177687905,0.1,13.491201557661142,4292.7794785590395,4.3,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0462,KEY-0462,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Resolved,Reporter 9,Assignee 7,2024-04-06 04:15:00,2024-04-13 04:15:00.000000,7,10,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,27058.62934742039,KRI,User_66,2024-04-06 07:55:00,data_modification,FR,FR,2030,10,5.258179094240883,125.67616451667092,26.725789701000455,14262.49580077152,6.9,Medium,Schedule Investigation | Limit Data Transfer,0,Yellow-Orange
ISSUE-0463,KEY-0463,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,In Progress,Reporter 9,Assignee 2,2024-04-07 08:51:00,2025-12-06 04:52:05.816519,41,10,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,26010.26978626121,KRI,User_21,2024-04-08 08:43:00,data_modification,UK,Unknown,8386,6,6.533030925172747,18.024671730568414,61.584459458427986,46084.09900278872,7.55,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0464,KEY-0464,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 7,Assignee 15,2024-04-08 06:51:00,2026-03-26 04:52:05.816519,33,10,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,18773.82385472208,KPI,User_95,2024-04-08 16:57:00,file_access,IN,FR,2380,14,6.158441741769572,42.59426646351198,23.377675355582404,13847.589234776813,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,0,Orange-Red
ISSUE-0465,KEY-0465,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 4,Assignee 16,2024-04-09 11:17:00,2025-11-13 04:52:05.816519,13,8,High,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,10585.279092919342,KPI,User_78,2024-04-09 14:54:00,data_modification,CN,CN,1370,2,4.268918787137968,8.242901494930543,30.231534374700374,11201.870158908216,5.25,Medium,Routine Monitoring,0,Yellow
ISSUE-0466,KEY-0466,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 1,Assignee 7,2024-04-10 23:01:00,2026-01-22 04:52:05.816519,8,3,Low,Finance,Steps to resolve Missing or Inaccurate Asset Records,12080.084659504028,KPI,User_71,2024-04-11 09:14:00,file_access,USA,UK,714,6,4.99836442740628,19.50225303526713,38.11209765802142,8565.611820727638,3.3,Low,Log for Reference,0,Green-Yellow
ISSUE-0467,KEY-0467,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Closed,Reporter 10,Assignee 14,2024-04-11 10:01:00,2024-04-14 10:01:00.000000,3,7,High,HR,Steps to resolve Non-Compliance with Data Protection Regulations,5886.138727400291,KRI,User_64,2024-04-12 01:11:00,file_access,CN,JP,1531,10,7.499736735829065,0.4695193930146828,28.140868098574288,13124.32029022945,4.1,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0468,KEY-0468,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 2,Assignee 9,2024-04-13 03:54:00,2024-04-25 03:54:00.000000,12,6,High,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,8773.562100703475,KRI,User_90,2024-04-13 08:59:00,file_access,FR,DE,1662,12,10.133859611142352,6.104909545153595,31.7353741558896,15221.32989373385,5.15,Medium,Routine Monitoring,0,Yellow
ISSUE-0469,KEY-0469,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 1,Assignee 9,2024-04-13 09:56:00,2024-04-18 09:56:00.000000,5,10,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,12661.23612935878,KRI,User_100,2024-04-13 15:06:00,file_access,DE,FR,461,5,4.214812650428271,22.999295377722596,37.73880636509453,5544.146306659624,6.2,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0470,KEY-0470,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 5,Assignee 18,2024-04-14 03:11:00,2025-12-23 04:52:05.816519,13,5,Medium,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,8880.537787323126,KRI,User_44,2024-04-14 08:04:00,data_modification,AU,AU,698,9,14.16930093599796,37.576967615386465,37.077164337032556,9238.312251426649,3.5,Low,No Action Needed,0,Green
ISSUE-0471,KEY-0471,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 4,Assignee 3,2024-04-15 21:51:00,2026-02-21 04:52:05.816519,19,4,Medium,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,18754.81784517788,KRI,User_68,2024-04-16 13:51:00,file_access,Unknown,DE,209,13,8.586480075450648,0.2675814548840876,25.710730823905678,5842.781721805595,4.75,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0472,KEY-0472,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 7,Assignee 13,2024-04-16 03:10:00,2026-03-09 04:52:05.816519,21,8,High,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,9910.761991217301,KPI,User_54,2024-04-16 14:05:00,login,Unknown,UK,293,1,9.056514961789386,1.179693788276146,15.762023188622342,6107.032095259886,5.199999999999999,Medium,Routine Monitoring,0,Yellow
ISSUE-0473,KEY-0473,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 3,Assignee 10,2024-04-17 15:48:00,2024-04-21 15:48:00.000000,4,8,High,Operations,Steps to resolve Weak Authentication Protocols,4456.952513795319,KPI,User_28,2024-04-18 00:34:00,file_access,DE,AU,262,17,10.536171976869436,0.19968164938497993,29.764114106331373,4903.348480645685,4.3,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0474,KEY-0474,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Resolved,Reporter 2,Assignee 19,2024-04-18 14:54:00,2024-05-05 14:54:00.000000,17,10,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,24815.30286801506,KRI,User_86,2024-04-19 10:47:00,login,Unknown,CANADA,217,1,3.739661212261978,0.33587918788759735,28.33825452976591,4059.4911203660754,6.9,Medium,Increase Monitoring & Investigate,0,Orange
ISSUE-0475,KEY-0475,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Resolved,Reporter 7,Assignee 18,2024-04-19 11:04:00,2024-04-25 11:04:00.000000,6,10,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,9028.443805456416,KPI,User_66,2024-04-19 18:14:00,data_modification,IN,IN,1748,13,13.523568182838744,9.682772274935317,33.16764519653705,12697.73830557698,6.05,Medium,Routine Monitoring,0,Yellow
ISSUE-0476,KEY-0476,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,In Progress,Reporter 6,Assignee 20,2024-04-20 09:56:00,2026-02-05 04:52:05.816519,23,10,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,15341.130952355283,KRI,User_28,2024-04-20 18:43:00,file_access,IN,EU,822,19,10.989267293514784,18.62954917272272,12.054966632710663,7140.148077346565,6.1,Medium,Routine Monitoring,0,Yellow
ISSUE-0477,KEY-0477,Outdated Operating System Components,1,System Vulnerability,Critical,In Progress,Reporter 3,Assignee 10,2024-04-21 15:49:00,2025-11-22 04:52:05.816519,31,10,Critical,Operations,Steps to resolve Outdated Operating System Components,25227.500552324567,KPI,User_39,2024-04-22 14:30:00,data_modification,DE,JP,596,5,4.306355999514059,218.51116720103815,19.574486027282468,6172.401168544868,7.25,High,Escalate to SOC & Restrict Critical System Access | Limit Data Transfer,0,Red
ISSUE-0478,KEY-0478,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 7,Assignee 6,2024-04-22 12:45:00,2024-05-06 12:45:00.000000,14,10,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,12961.508292335362,KRI,User_7,2024-04-23 11:15:00,data_modification,IN,IN,675,7,4.5501370831096075,0.9926417994973791,43.636618934498735,8755.882903622642,6.65,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0479,KEY-0479,Detected Malware Infiltration in Internal Systems,1,Malware,High,Resolved,Reporter 6,Assignee 7,2024-04-23 12:50:00,2024-05-08 12:50:00.000000,15,10,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,34028.51058758723,KRI,User_58,2024-04-24 00:43:00,login,JP,CANADA,776,1,4.6232894373980935,0.5676873197713267,39.43046524753176,7186.812207027532,6.55,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0480,KEY-0480,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 1,Assignee 2,2024-04-24 14:36:00,2024-05-07 14:36:00.000000,13,9,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,7822.952520103636,KRI,User_99,2024-04-24 18:14:00,login,IN,JP,311,1,5.067714823339056,0.30963267063388156,31.122135405855982,6061.764912352956,4.949999999999999,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0481,KEY-0481,Insufficient Access Control Measures,1,Control Effectiveness,High,Closed,Reporter 9,Assignee 15,2024-04-25 18:27:00,2024-05-05 18:27:00.000000,10,7,High,Sales,Steps to resolve Insufficient Access Control Measures,17329.83518632066,KPI,User_95,2024-04-26 11:32:00,file_access,DE,CANADA,222,8,14.196922203836834,12.155491054520855,31.694958452916147,5749.684802116902,5.700000000000001,Medium,Schedule Investigation,0,Yellow-Orange
