Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0635,KEY-0635,Weak Authentication Protocols,1,Access Control,High,Closed,Reporter 4,Assignee 8,2023-05-02,2023-05-12 00:00:00.000000,10,60.03,Critical,Sales,Steps to resolve Weak Authentication Protocols,378548.0,KPI,User_28,2023-05-02 01:29:00,file_access,Unknown,UK,1953,26,3,5024.0,17.506,Critical,Immediate Response
ISSUE-0636,KEY-0636,Outdated Operating System Components,1,System Vulnerability,Critical,Closed,Reporter 9,Assignee 7,2024-06-05,2024-06-06 00:00:00.000000,1,47.34,Critical,Legal,Steps to resolve Outdated Operating System Components,2429060.0,KPI,User_28,2024-06-05 10:59:00,file_access,CN,CN,900,26,13,1172.0,15.568000000000001,Critical,Immediate Response
ISSUE-0637,KEY-0637,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 6,Assignee 18,2023-10-13,2024-11-20 10:01:53.785164,404,49.94,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,2959598.0,KRI,User_60,2023-10-13 06:02:00,data_modification,IN,IN,1254,26,21,1352.0,15.888,Critical,Immediate Response
ISSUE-0638,KEY-0638,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 5,Assignee 10,2024-01-13,2024-01-14 00:00:00.000000,1,71.46,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,1003087.5,KRI,User_78,2024-01-13 12:43:00,login,IN,IN,900,26,12,2310.0,17.992,Critical,Immediate Response
ISSUE-0639,KEY-0639,Inadequate Firewall Configurations,1,Network Security,Critical,Resolved,Reporter 10,Assignee 20,2023-01-05,2023-01-08 00:00:00.000000,3,60.5,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,285944.0,KPI,User_70,2023-01-05 22:29:00,data_modification,UK,UK,1588,26,13,7550.0,18.200000000000003,Critical,Immediate Response
ISSUE-0640,KEY-0640,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 1,Assignee 8,2023-07-04,2024-11-20 10:01:53.785164,505,46.4,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1249212.5,KPI,User_16,2023-07-04 22:11:00,file_access,DE,IN,900,27,18,3600.0,13.379999999999999,Critical,Immediate Response
ISSUE-0641,KEY-0641,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Closed,Reporter 2,Assignee 5,2023-07-24,2023-07-27 00:00:00.000000,3,45.75,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,489713.0,KRI,User_17,2023-07-24 07:12:00,file_access,IN,IN,900,26,13,758.0,15.25,Critical,Immediate Response
ISSUE-0642,KEY-0642,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 8,Assignee 6,2023-05-02,2023-05-10 00:00:00.000000,8,75.91,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,1853024.0,KRI,User_47,2023-05-02 08:47:00,data_modification,AU,AU,900,26,13,695.0,21.082,Critical,Immediate Response
ISSUE-0643,KEY-0643,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 8,Assignee 15,2024-02-01,2024-11-20 10:01:53.785164,293,38.89,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,503108.0,KPI,User_1,2024-02-01 12:29:00,file_access,CN,CN,900,26,6,512.0,13.678,Critical,Immediate Response
ISSUE-0644,KEY-0644,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 10,Assignee 13,2023-09-11,2024-11-20 10:01:53.785164,436,74.27,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1135092.5,KPI,User_52,2023-09-11 01:40:00,data_modification,FR,FR,1160,30,15,8770.0,19.854,Critical,Immediate Response
ISSUE-0645,KEY-0645,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 6,Assignee 17,2023-10-27,2024-11-20 10:01:53.785164,390,59.76,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1470825.0,KPI,User_79,2023-10-27 21:45:00,data_modification,Unknown,Unknown,1603,26,15,1482.5,16.052,Critical,Immediate Response
ISSUE-0646,KEY-0646,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 10,Assignee 20,2024-10-19,2024-11-20 10:01:53.785164,32,57.47,Critical,HR,Steps to resolve Weak Authentication Protocols,338585.0,KPI,User_32,2024-10-19 00:46:00,data_modification,CANADA,CANADA,917,30,6,2355.0,15.594,Critical,Immediate Response
ISSUE-0647,KEY-0647,Detected Malware Infiltration in Internal Systems,1,Malware,Low,In Progress,Reporter 2,Assignee 9,2024-02-25,2024-11-20 10:01:53.785164,269,36.37,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1898105.0,KRI,User_17,2024-02-25 17:00:00,file_access,JP,FR,1903,30,15,2090.0,11.373999999999999,Critical,Immediate Response
ISSUE-0648,KEY-0648,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 8,Assignee 9,2024-11-07,2024-11-20 10:01:53.785164,13,40.28,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,893915.0,KRI,User_45,2024-11-07 02:40:00,login,IN,IN,900,26,21,1180.0,12.156,Critical,Immediate Response
ISSUE-0649,KEY-0649,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 4,Assignee 6,2023-10-07,2023-10-11 00:00:00.000000,4,63.63,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1831020.0,KRI,User_11,2023-10-07 06:36:00,login,AU,AU,900,26,15,3712.5,17.526,Critical,Immediate Response
ISSUE-0650,KEY-0650,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 3,Assignee 20,2024-04-26,2024-04-28 00:00:00.000000,2,40.22,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2497465.0,KRI,User_56,2024-04-26 21:22:00,data_modification,AU,AU,1876,26,6,3825.0,12.644,Critical,Immediate Response
ISSUE-0651,KEY-0651,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 8,Assignee 5,2024-06-13,2024-06-17 00:00:00.000000,4,96.8,Critical,Legal,Steps to resolve Insufficient Access Control Measures,596978.0,KPI,User_39,2024-06-13 20:18:00,data_modification,USA,DE,1353,26,17,1520.0,25.66,Critical,Immediate Response
ISSUE-0652,KEY-0652,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 4,Assignee 5,2023-04-05,2024-11-20 10:01:53.785164,595,62.48,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,1629722.0,KPI,User_12,2023-04-05 23:02:00,file_access,IN,IN,900,26,10,5615.0,18.996000000000002,Critical,Immediate Response
ISSUE-0653,KEY-0653,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 6,Assignee 4,2023-09-24,2023-10-04 00:00:00.000000,10,74.83,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2006792.5,KRI,User_9,2023-09-24 22:30:00,file_access,CANADA,CANADA,900,26,12,2795.0,19.066000000000003,Critical,Immediate Response
ISSUE-0654,KEY-0654,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 4,Assignee 2,2024-02-24,2024-02-25 00:00:00.000000,1,17.12,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,480272.0,KRI,User_87,2024-02-24 01:30:00,login,DE,DE,900,26,17,4718.0,9.524,Critical,Immediate Response
ISSUE-0655,KEY-0655,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 3,Assignee 11,2024-07-06,2024-07-09 00:00:00.000000,3,78.44,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2081437.5,KPI,User_81,2024-07-06 23:11:00,file_access,Unknown,Unknown,900,26,12,3662.5,20.288000000000004,Critical,Immediate Response
ISSUE-0656,KEY-0656,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 2,Assignee 16,2024-01-03,2024-11-20 10:01:53.785164,322,106.57,Critical,Operations,Steps to resolve Insufficient Access Control Measures,660677.5,KPI,User_62,2024-01-03 17:00:00,data_modification,AU,AU,1580,26,12,3365.0,25.414,Critical,Immediate Response
ISSUE-0657,KEY-0657,Detected Malware Infiltration in Internal Systems,1,Malware,High,Closed,Reporter 3,Assignee 9,2024-02-28,2024-03-04 00:00:00.000000,5,20.13,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,2051624.0,KRI,User_79,2024-02-28 16:52:00,login,CANADA,Unknown,1018,39,6,2135.0,9.726,Critical,Immediate Response
ISSUE-0658,KEY-0658,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 5,Assignee 6,2024-02-07,2024-02-11 00:00:00.000000,4,62.29,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1783487.5,KPI,User_70,2024-02-07 06:19:00,data_modification,CN,CN,1151,26,15,1997.5,17.258,Critical,Immediate Response
ISSUE-0659,KEY-0659,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 4,Assignee 2,2024-08-13,2024-11-20 10:01:53.785164,99,91.4,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,2139017.5,KPI,User_39,2024-08-13 17:23:00,login,EU,EU,900,26,18,1092.5,22.380000000000003,Critical,Immediate Response
ISSUE-0660,KEY-0660,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Open,Reporter 2,Assignee 20,2023-11-17,2024-11-20 10:01:53.785164,369,44.76,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1949165.0,KRI,User_51,2023-11-17 12:59:00,file_access,CANADA,CANADA,900,27,6,2045.0,13.952,Critical,Immediate Response
ISSUE-0661,KEY-0661,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Resolved,Reporter 8,Assignee 16,2024-06-01,2024-06-06 00:00:00.000000,5,80.08,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1684298.0,KRI,User_23,2024-06-01 11:41:00,file_access,CN,CN,2208,26,10,1775.0,22.316000000000003,Critical,Immediate Response
ISSUE-0662,KEY-0662,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 5,Assignee 4,2023-11-30,2024-11-20 10:01:53.785164,356,34.32,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,894340.0,KPI,User_99,2023-11-30 10:05:00,file_access,CANADA,CANADA,2167,26,15,6130.0,11.864,Critical,Immediate Response
ISSUE-0663,KEY-0663,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 8,Assignee 17,2023-11-23,2024-11-20 10:01:53.785164,363,36.21,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1566807.5,KPI,User_83,2023-11-23 01:02:00,data_modification,CN,DE,2114,26,6,15045.0,11.342,Critical,Immediate Response
ISSUE-0664,KEY-0664,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 9,Assignee 7,2023-04-08,2023-04-18 00:00:00.000000,10,30.77,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,646217.5,KRI,User_46,2023-04-08 23:06:00,login,JP,UK,900,26,15,3340.0,11.154,Critical,Immediate Response
ISSUE-0665,KEY-0665,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Resolved,Reporter 10,Assignee 10,2023-05-19,2023-05-28 00:00:00.000000,9,48.7,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,1997467.5,KRI,User_98,2023-05-19 03:33:00,file_access,USA,USA,900,26,15,5480.0,13.840000000000002,Critical,Immediate Response
ISSUE-0666,KEY-0666,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 9,Assignee 5,2023-07-01,2023-07-08 00:00:00.000000,7,79.95,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,2045453.0,KRI,User_40,2023-07-01 08:39:00,file_access,IN,IN,900,26,21,2987.0,22.290000000000003,Critical,Immediate Response
ISSUE-0667,KEY-0667,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 9,Assignee 7,2023-08-12,2024-11-20 10:01:53.785164,466,23.28,Critical,Sales,Steps to resolve Insufficient Access Control Measures,190940.0,KPI,User_51,2023-08-12 16:57:00,login,USA,USA,900,26,13,7385.0,10.556000000000001,Critical,Immediate Response
ISSUE-0668,KEY-0668,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Closed,Reporter 8,Assignee 9,2024-04-02,2024-04-06 00:00:00.000000,4,55.77,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,686887.5,KRI,User_95,2024-04-02 00:19:00,login,EU,EU,1669,26,12,1672.5,15.054000000000002,Critical,Immediate Response
ISSUE-0669,KEY-0669,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 1,Assignee 18,2024-01-01,2024-01-05 00:00:00.000000,4,107.85,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,1570406.0,KPI,User_70,2024-01-01 09:03:00,file_access,CANADA,CANADA,900,26,10,4580.0,27.87,Critical,Immediate Response
ISSUE-0670,KEY-0670,Inconsistent Review of Security Policies,1,Management Oversight,High,Closed,Reporter 8,Assignee 13,2024-02-17,2024-02-25 00:00:00.000000,8,11.17,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,1146752.0,KPI,User_35,2024-02-17 05:54:00,login,JP,JP,1576,26,17,2729.0,8.134,High,Lock Account & Alert
ISSUE-0671,KEY-0671,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 4,Assignee 19,2024-01-29,2024-02-07 00:00:00.000000,9,26.54,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,541397.5,KRI,User_11,2024-01-29 05:01:00,data_modification,UK,UK,900,27,9,1692.5,10.308,Critical,Immediate Response
ISSUE-0672,KEY-0672,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 10,Assignee 6,2023-03-24,2024-11-20 10:01:53.785164,607,69.79,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,2810510.0,KRI,User_99,2023-03-24 17:23:00,data_modification,EU,EU,1076,28,21,872.0,20.458000000000002,Critical,Immediate Response
ISSUE-0673,KEY-0673,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Resolved,Reporter 5,Assignee 14,2023-07-03,2023-07-04 00:00:00.000000,1,76.25,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2929457.0,KRI,User_93,2023-07-03 04:16:00,data_modification,FR,FR,1212,31,10,3299.0,20.75,Critical,Immediate Response
ISSUE-0674,KEY-0674,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 3,Assignee 5,2023-08-10,2024-11-20 10:01:53.785164,468,48.2,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,1302080.0,KRI,User_10,2023-08-10 16:57:00,file_access,DE,DE,1685,28,17,620.0,15.540000000000001,Critical,Immediate Response
ISSUE-0675,KEY-0675,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 8,Assignee 13,2023-09-17,2024-11-20 10:01:53.785164,430,12.52,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,1547510.0,KPI,User_88,2023-09-17 10:23:00,login,IN,CN,1132,26,9,527.5,6.604,Medium,Increase Monitoring
ISSUE-0676,KEY-0676,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 6,Assignee 4,2023-09-15,2024-11-20 10:01:53.785164,432,70.6,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,2225747.0,KRI,User_23,2023-09-15 04:37:00,file_access,FR,FR,900,26,13,4040.0,20.02,Critical,Immediate Response
ISSUE-0677,KEY-0677,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Resolved,Reporter 5,Assignee 15,2023-06-07,2023-06-11 00:00:00.000000,4,64.8,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,618272.0,KRI,User_77,2023-06-07 19:25:00,file_access,CN,CN,1144,26,21,6107.0,19.26,Critical,Immediate Response
ISSUE-0678,KEY-0678,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 3,Assignee 8,2024-05-28,2024-05-30 00:00:00.000000,2,52.17,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,2066267.5,KRI,User_1,2024-05-28 20:29:00,data_modification,CN,CN,900,26,9,1257.5,14.134,Critical,Immediate Response
ISSUE-0679,KEY-0679,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 10,Assignee 4,2024-01-17,2024-01-26 00:00:00.000000,9,10.91,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2396462.0,KRI,User_27,2024-01-17 20:27:00,file_access,DE,DE,1606,26,10,2114.0,8.082,High,Lock Account & Alert
ISSUE-0680,KEY-0680,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 5,Assignee 9,2023-06-05,2024-11-20 10:01:53.785164,534,42.35,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,218415.0,KRI,User_89,2023-06-05 21:27:00,file_access,AU,AU,2241,36,15,6265.0,12.57,Critical,Immediate Response
ISSUE-0681,KEY-0681,Inconsistent Review of Security Policies,1,Management Oversight,Low,In Progress,Reporter 7,Assignee 14,2023-02-25,2024-11-20 10:01:53.785164,634,21.24,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,1416005.0,KPI,User_53,2023-02-25 04:43:00,file_access,IN,IN,1018,27,6,6287.5,8.347999999999999,High,Lock Account & Alert
ISSUE-0682,KEY-0682,Inadequate Firewall Configurations,1,Network Security,High,Closed,Reporter 2,Assignee 16,2023-10-12,2023-10-20 00:00:00.000000,8,25.65,Critical,IT,Steps to resolve Inadequate Firewall Configurations,2932109.0,KPI,User_31,2023-10-12 14:10:00,file_access,USA,USA,900,26,10,2237.0,11.03,Critical,Immediate Response
ISSUE-0683,KEY-0683,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 10,Assignee 5,2024-06-03,2024-11-20 10:01:53.785164,170,90.5,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,2086817.5,KRI,User_55,2024-06-03 09:26:00,file_access,JP,JP,1936,26,9,805.0,23.1,Critical,Immediate Response
ISSUE-0684,KEY-0684,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,In Progress,Reporter 6,Assignee 9,2023-03-17,2024-11-20 10:01:53.785164,614,58.02,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1799882.0,KPI,User_85,2023-03-17 21:55:00,file_access,Unknown,Unknown,900,26,13,2081.0,18.104,Critical,Immediate Response
ISSUE-0685,KEY-0685,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Resolved,Reporter 2,Assignee 16,2023-06-10,2023-06-14 00:00:00.000000,4,37.17,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,269382.5,KPI,User_19,2023-06-10 06:09:00,file_access,UK,UK,980,26,6,1100.0,12.234000000000002,Critical,Immediate Response
ISSUE-0686,KEY-0686,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 2,Assignee 4,2023-10-26,2023-10-31 00:00:00.000000,5,55.26,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2326220.0,KRI,User_73,2023-10-26 18:25:00,data_modification,DE,DE,1503,26,21,1949.0,16.752000000000002,Critical,Immediate Response
ISSUE-0687,KEY-0687,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 2,Assignee 16,2023-09-15,2024-11-20 10:01:53.785164,432,28.73,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,1902791.0,KPI,User_79,2023-09-15 17:41:00,login,IN,DE,3105,26,13,5309.0,12.246,Critical,Immediate Response
ISSUE-0688,KEY-0688,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 5,Assignee 1,2024-08-08,2024-11-20 10:01:53.785164,104,30.03,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,1643780.0,KPI,User_26,2024-08-08 20:31:00,file_access,EU,EU,1175,26,15,970.0,10.106,Critical,Immediate Response
ISSUE-0689,KEY-0689,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 3,Assignee 18,2023-07-20,2024-11-20 10:01:53.785164,489,92.92,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1338647.5,KPI,User_71,2023-07-20 16:17:00,data_modification,AU,AU,1213,26,12,4602.5,22.684,Critical,Immediate Response
ISSUE-0690,KEY-0690,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Open,Reporter 1,Assignee 5,2023-08-18,2024-11-20 10:01:53.785164,460,51.25,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,1657682.5,KRI,User_79,2023-08-18 22:35:00,file_access,DE,DE,900,33,9,1182.5,14.35,Critical,Immediate Response
ISSUE-0691,KEY-0691,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 5,Assignee 4,2023-11-28,2023-12-03 00:00:00.000000,5,38.7,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,395957.5,KRI,User_26,2023-11-28 12:49:00,login,CN,CN,1346,26,6,3692.5,11.640000000000002,Critical,Immediate Response
ISSUE-0692,KEY-0692,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 5,Assignee 15,2024-10-02,2024-10-08 00:00:00.000000,6,56.49,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,2466857.5,KPI,User_47,2024-10-02 16:50:00,data_modification,USA,UK,1866,26,18,767.5,15.198000000000002,Critical,Immediate Response
ISSUE-0693,KEY-0693,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 10,Assignee 7,2023-02-17,2024-11-20 10:01:53.785164,642,79.83,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,1731185.0,KRI,User_43,2023-02-17 01:45:00,file_access,AU,FR,1747,26,6,2486.0,22.466,Critical,Immediate Response
ISSUE-0694,KEY-0694,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 1,Assignee 13,2024-09-24,2024-10-02 00:00:00.000000,8,52.23,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,1858727.0,KRI,User_35,2024-09-24 06:32:00,login,UK,UK,1143,26,6,1202.0,16.945999999999998,Critical,Immediate Response
ISSUE-0695,KEY-0695,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 9,Assignee 14,2024-08-10,2024-08-15 00:00:00.000000,5,23.13,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,138250.0,KPI,User_62,2024-08-10 18:51:00,data_modification,IN,IN,2168,26,12,4072.5,8.526,High,Lock Account & Alert
ISSUE-0696,KEY-0696,Supplier Security Compliance Gaps,1,Procurement Security,Low,Resolved,Reporter 4,Assignee 1,2023-03-25,2023-04-01 00:00:00.000000,7,2.0,Low,Legal,Steps to resolve Supplier Security Compliance Gaps,818700.0,KPI,User_65,2023-03-25 01:26:00,login,CN,CN,900,26,24,510.0,2.7,Low,Limit Data Transfer
ISSUE-0697,KEY-0697,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Resolved,Reporter 6,Assignee 6,2024-02-09,2024-02-10 00:00:00.000000,1,38.01,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2066092.5,KRI,User_60,2024-02-09 23:39:00,file_access,DE,DE,1761,39,9,692.5,12.202,Critical,Immediate Response
ISSUE-0698,KEY-0698,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 9,Assignee 15,2023-03-11,2023-03-16 00:00:00.000000,5,28.5,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1078472.5,KRI,User_28,2023-03-11 00:57:00,login,EU,EU,900,26,9,2975.0,9.600000000000001,Critical,Immediate Response
ISSUE-0699,KEY-0699,Weak Authentication Protocols,1,Access Control,High,In Progress,Reporter 10,Assignee 11,2024-08-25,2024-11-20 10:01:53.785164,87,52.73,Critical,Operations,Steps to resolve Weak Authentication Protocols,285143.0,KPI,User_91,2024-08-25 04:29:00,data_modification,EU,EU,900,35,21,1511.0,16.445999999999998,Critical,Immediate Response
ISSUE-0700,KEY-0700,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,In Progress,Reporter 3,Assignee 3,2023-08-30,2024-11-20 10:01:53.785164,448,72.87,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1841057.5,KRI,User_55,2023-08-30 06:30:00,file_access,DE,DE,900,26,12,540.0,18.674,Critical,Immediate Response
ISSUE-0701,KEY-0701,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 5,Assignee 17,2023-01-01,2023-01-02 00:00:00.000000,1,79.99,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,2317220.0,KPI,User_25,2023-01-01 04:56:00,data_modification,USA,USA,996,39,10,7934.0,22.098,Critical,Immediate Response
ISSUE-0702,KEY-0702,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Resolved,Reporter 5,Assignee 17,2023-03-23,2023-03-29 00:00:00.000000,6,68.13,Critical,HR,Steps to resolve Insufficient Access Control Measures,468827.5,KPI,User_51,2023-03-23 19:53:00,data_modification,DE,DE,1228,26,12,5420.0,18.426,Critical,Immediate Response
ISSUE-0703,KEY-0703,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 2,Assignee 4,2023-07-14,2024-11-20 10:01:53.785164,495,35.65,Critical,Finance,Steps to resolve Outdated Operating System Components,1388725.0,KPI,User_87,2023-07-14 15:05:00,login,UK,UK,900,26,9,4330.0,11.23,Critical,Immediate Response
ISSUE-0704,KEY-0704,Weak Authentication Protocols,1,Access Control,Critical,Open,Reporter 7,Assignee 11,2024-09-21,2024-11-20 10:01:53.785164,60,80.95,Critical,HR,Steps to resolve Weak Authentication Protocols,2316803.0,KPI,User_15,2024-09-21 18:38:00,file_access,DE,DE,900,26,13,2438.0,22.69,Critical,Immediate Response
ISSUE-0705,KEY-0705,Inadequate Firewall Configurations,1,Network Security,Medium,Closed,Reporter 3,Assignee 3,2023-03-08,2023-03-13 00:00:00.000000,5,63.76,Critical,IT,Steps to resolve Inadequate Firewall Configurations,1517867.5,KPI,User_33,2023-03-08 13:32:00,data_modification,JP,JP,900,26,3,6085.0,17.152000000000005,Critical,Immediate Response
ISSUE-0706,KEY-0706,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 7,Assignee 18,2024-08-07,2024-11-20 10:01:53.785164,105,64.49,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2462842.5,KRI,User_66,2024-08-07 15:41:00,login,CANADA,CANADA,953,26,12,515.0,16.997999999999998,Critical,Immediate Response
