Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0263,KEY-0263,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 2,Assignee 2,2024-10-08,2025-04-21 01:51:53.295556,195.0,26.04,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,793427.5,KRI,User_19,2024-10-08 21:18:00,data_modification,JP,Unknown,2929.0,26.0,9.0,3197.5,29.889978626204964,6029.0,8.758,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0264,KEY-0264,Supplier Security Compliance Gaps,1,Procurement Security,Low,Open,Reporter 6,Assignee 1,2024-07-08,2025-04-21 01:51:53.295556,287.0,66.22,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1834247.5,KPI,User_60,2024-07-08 21:02:00,data_modification,DE,DE,2014.0,26.0,18.0,5735.0,48.19397746180896,3215.0,16.644,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0265,KEY-0265,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 10,Assignee 16,2024-01-23,2024-02-01 00:00:00.000000,9.0,22.41,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,982707.5,KRI,User_97,2024-01-23 13:46:00,file_access,DE,DE,1310.0,27.0,15.0,3547.5,32.30261515917004,6899.0,8.032,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0266,KEY-0266,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 5,Assignee 6,2024-11-17,2025-04-21 01:51:53.295556,155.0,39.36,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1392767.0,KPI,User_21,2024-11-17 04:58:00,file_access,DE,DE,1568.0,26.0,13.0,2051.0,55.79802314015063,6030.0,12.922,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0267,KEY-0267,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Open,Reporter 7,Assignee 20,2023-03-20,2025-04-21 01:51:53.295556,763.0,40.96,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1044728.0,KRI,User_13,2023-03-20 19:57:00,login,AU,AU,900.0,26.0,13.0,1751.0,54.49468734185967,4907.0,13.092,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0268,KEY-0268,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 10,Assignee 19,2024-11-24,2025-04-21 01:51:53.295556,148.0,40.19,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2217593.0,KPI,User_38,2024-11-24 03:02:00,file_access,Unknown,Unknown,900.0,26.0,17.0,4355.0,42.10021613399914,7673.0,13.088,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0269,KEY-0269,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Open,Reporter 9,Assignee 8,2023-02-08,2025-04-21 01:51:53.295556,803.0,47.36,Critical,Operations,Steps to resolve Insufficient Access Control Measures,913955.0,KPI,User_99,2023-02-08 16:29:00,login,CN,CN,900.0,26.0,13.0,2633.0,70.29851740043583,5958.0,15.021999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0270,KEY-0270,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Open,Reporter 5,Assignee 18,2023-07-01,2025-04-21 01:51:53.295556,660.0,83.98,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,741611.0,KPI,User_99,2023-07-01 12:51:00,login,JP,JP,900.0,26.0,21.0,3923.0,75.95631983195298,6767.0,22.49600000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0271,KEY-0271,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Resolved,Reporter 10,Assignee 7,2023-05-25,2023-06-02 00:00:00.000000,8.0,59.81,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,975917.5,KPI,User_63,2023-05-25 16:09:00,file_access,IN,IN,1435.0,26.0,6.0,2377.5,23.050828607699124,6220.0,16.262000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0272,KEY-0272,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 10,Assignee 8,2023-05-26,2023-05-30 00:00:00.000000,4.0,54.26,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2750189.0,KRI,User_89,2023-05-26 15:53:00,data_modification,USA,USA,2312.0,26.0,21.0,4103.0,51.27742359151178,6574.0,16.202,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0273,KEY-0273,Supplier Security Compliance Gaps,1,Procurement Security,Critical,In Progress,Reporter 7,Assignee 5,2025-03-21,2025-04-21 01:51:53.295556,31.0,93.5,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,2541581.0,KPI,User_4,2025-03-21 01:42:00,login,AU,AU,1171.0,26.0,10.0,2225.0,44.30201792431976,3123.0,24.1,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0274,KEY-0274,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 3,Assignee 2,2024-01-21,2025-04-21 01:51:53.295556,456.0,50.96,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,1740255.0,KPI,User_38,2024-01-21 09:42:00,data_modification,IN,IN,900.0,26.0,15.0,2295.0,57.987200840792,5768.0,13.592,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0275,KEY-0275,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 2,Assignee 8,2023-05-20,2025-04-21 01:51:53.295556,702.0,44.54,Critical,Operations,Steps to resolve Outdated Operating System Components,1374788.0,KPI,User_6,2023-05-20 14:25:00,file_access,AU,AU,1268.0,26.0,17.0,3032.0,57.5141381282225,3132.0,13.807999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0276,KEY-0276,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 1,Assignee 4,2024-11-12,2024-11-17 00:00:00.000000,5.0,88.55,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1397832.5,KRI,User_91,2024-11-12 02:50:00,login,CN,CN,900.0,26.0,9.0,11355.0,55.24833036776766,4657.0,20.91,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0277,KEY-0277,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 4,Assignee 16,2023-09-28,2023-10-07 00:00:00.000000,9.0,31.72,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,2816495.0,KPI,User_85,2023-09-28 14:04:00,file_access,Unknown,Unknown,900.0,35.0,21.0,3086.0,72.55769444666075,6506.0,11.544,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0278,KEY-0278,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Open,Reporter 7,Assignee 1,2023-01-16,2025-04-21 01:51:53.295556,826.0,7.81,High,Finance,Steps to resolve Incomplete Risk Management Framework,2116460.0,KPI,User_92,2023-01-16 14:18:00,data_modification,CN,CN,900.0,26.0,18.0,585.0,25.775426035105365,5541.0,4.662000000000001,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,Real
ISSUE-0279,KEY-0279,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 1,Assignee 2,2023-05-24,2025-04-21 01:51:53.295556,698.0,52.23,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1681225.0,KPI,User_89,2023-05-24 17:31:00,data_modification,AU,AU,900.0,26.0,6.0,4640.0,55.52832490372399,7536.0,13.996,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0280,KEY-0280,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 7,Assignee 14,2023-06-06,2023-06-14 00:00:00.000000,8.0,36.58,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,1844081.0,KRI,User_51,2023-06-06 00:02:00,data_modification,Unknown,Unknown,900.0,26.0,17.0,1442.0,43.4319970900972,5232.0,12.215999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0281,KEY-0281,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Resolved,Reporter 6,Assignee 12,2023-03-20,2023-03-29 00:00:00.000000,9.0,100.69,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,1872185.0,KRI,User_12,2023-03-20 01:36:00,file_access,IN,CANADA,2892.0,26.0,10.0,2096.0,41.5332077730049,5256.0,25.038,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0282,KEY-0282,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 7,Assignee 14,2024-01-20,2024-01-29 00:00:00.000000,9.0,63.87,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1168362.5,KPI,User_65,2024-01-20 19:59:00,login,AU,AU,900.0,26.0,18.0,592.5,39.064030648906765,7560.0,16.324,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0283,KEY-0283,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 10,Assignee 15,2023-04-16,2025-04-21 01:51:53.295556,736.0,41.26,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,816263.0,KPI,User_55,2023-04-16 13:45:00,file_access,IN,IN,900.0,26.0,6.0,6095.0,30.021593239918797,7634.0,13.302,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0284,KEY-0284,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 9,Assignee 4,2024-11-30,2025-04-21 01:51:53.295556,142.0,88.34,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1257625.0,KPI,User_11,2024-11-30 19:24:00,file_access,USA,USA,1641.0,26.0,18.0,2447.5,33.76619058377337,4592.0,21.818,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0285,KEY-0285,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Resolved,Reporter 6,Assignee 19,2023-08-20,2023-08-28 00:00:00.000000,8.0,48.57,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1591255.0,KRI,User_38,2023-08-20 22:03:00,data_modification,CANADA,DE,1109.0,26.0,18.0,1487.5,32.18984750033229,3702.0,13.864,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0286,KEY-0286,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 9,Assignee 7,2024-09-26,2025-04-21 01:51:53.295556,207.0,77.55,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,2747537.0,KRI,User_67,2024-09-26 04:17:00,data_modification,USA,CN,900.0,26.0,24.0,1601.0,33.1923359247164,6101.0,20.56,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0287,KEY-0287,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 8,Assignee 2,2025-02-02,2025-04-21 01:51:53.295556,78.0,70.84,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1977027.5,KRI,User_7,2025-02-02 18:15:00,file_access,FR,FR,906.0,26.0,15.0,2670.0,75.148975604579,4776.0,17.718,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0288,KEY-0288,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,In Progress,Reporter 1,Assignee 10,2023-11-10,2025-04-21 01:51:53.295556,528.0,84.54,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,183677.5,KRI,User_52,2023-11-10 13:10:00,file_access,CANADA,CANADA,1497.0,26.0,9.0,3715.0,65.729893592341,6752.0,21.358000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0289,KEY-0289,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Open,Reporter 7,Assignee 3,2024-12-05,2025-04-21 01:51:53.295556,137.0,20.83,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,824452.5,KPI,User_35,2024-12-05 07:51:00,file_access,Unknown,DE,1158.0,26.0,9.0,2350.0,63.863386266086046,3164.0,8.466,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0290,KEY-0290,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 2,Assignee 7,2023-07-07,2025-04-21 01:51:53.295556,654.0,88.94,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,2487722.0,KPI,User_43,2023-07-07 01:54:00,data_modification,EU,UK,900.0,26.0,13.0,725.0,47.63955867492383,4963.0,23.188,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0291,KEY-0291,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 5,Assignee 11,2023-10-31,2025-04-21 01:51:53.295556,538.0,56.44,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,988057.5,KRI,User_68,2023-10-31 01:39:00,data_modification,IN,IN,1032.0,26.0,18.0,795.0,55.754632039916295,3048.0,15.438,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0292,KEY-0292,Inconsistent Review of Security Policies,1,Management Oversight,Medium,In Progress,Reporter 9,Assignee 19,2024-11-09,2025-04-21 01:51:53.295556,163.0,47.22,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,2003155.0,KPI,User_18,2024-11-09 20:14:00,login,Unknown,Unknown,1679.0,26.0,9.0,2592.5,23.750204185793727,4652.0,13.594,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0293,KEY-0293,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 7,Assignee 1,2024-05-17,2025-04-21 01:51:53.295556,339.0,64.38,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,322550.0,KPI,User_19,2024-05-17 01:21:00,file_access,EU,EU,900.0,31.0,6.0,668.0,27.92328529059633,5231.0,18.276,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0294,KEY-0294,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 2,Assignee 14,2024-12-12,2024-12-14 00:00:00.000000,2.0,80.79,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1252697.5,KRI,User_96,2024-12-12 14:57:00,file_access,EU,UK,900.0,30.0,6.0,750.0,78.41025206217007,5102.0,20.058000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0295,KEY-0295,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,In Progress,Reporter 9,Assignee 15,2023-07-03,2025-04-21 01:51:53.295556,658.0,73.44,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1119083.0,KRI,User_12,2023-07-03 20:08:00,data_modification,AU,AU,1601.0,26.0,21.0,578.0,52.13546632646101,7345.0,19.738000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0296,KEY-0296,Inconsistent Review of Security Policies,1,Management Oversight,High,Open,Reporter 7,Assignee 4,2024-12-19,2025-04-21 01:51:53.295556,123.0,73.69,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,891812.0,KPI,User_21,2024-12-19 14:28:00,file_access,DE,DE,900.0,26.0,24.0,608.0,38.516899160732216,5327.0,19.638,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0297,KEY-0297,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Open,Reporter 1,Assignee 12,2023-09-22,2025-04-21 01:51:53.295556,577.0,55.56,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1787437.5,KRI,User_74,2023-09-22 04:33:00,login,IN,CANADA,1359.0,26.0,21.0,3242.5,28.06452006833021,3906.0,14.512,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0298,KEY-0298,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,In Progress,Reporter 3,Assignee 9,2023-11-06,2025-04-21 01:51:53.295556,532.0,20.21,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1855142.0,KRI,User_71,2023-11-06 16:35:00,login,CN,FR,1577.0,26.0,10.0,560.0,72.16144246700395,4832.0,9.092,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0299,KEY-0299,Weak Authentication Protocols,1,Access Control,Medium,Resolved,Reporter 2,Assignee 4,2025-02-17,2025-02-19 00:00:00.000000,2.0,50.98,Critical,Operations,Steps to resolve Weak Authentication Protocols,267477.5,KPI,User_82,2025-02-17 11:32:00,file_access,CANADA,UK,900.0,26.0,9.0,4752.5,56.47466735005547,7581.0,14.095999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0300,KEY-0300,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 5,Assignee 12,2023-07-29,2023-08-06 00:00:00.000000,8.0,81.0,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,476864.0,KRI,User_17,2023-07-29 16:40:00,login,CN,CN,900.0,31.0,10.0,2558.0,33.805897050011176,7028.0,21.25,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0301,KEY-0301,Outdated Operating System Components,1,System Vulnerability,High,Closed,Reporter 5,Assignee 7,2023-01-18,2023-01-23 00:00:00.000000,5.0,75.76,Critical,C-Suite Executives,Steps to resolve Outdated Operating System Components,1473443.0,KPI,User_81,2023-01-18 12:03:00,login,DE,DE,1635.0,26.0,24.0,674.0,23.09296973157899,7039.0,20.002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0302,KEY-0302,Supplier Security Compliance Gaps,1,Procurement Security,Critical,In Progress,Reporter 8,Assignee 6,2023-10-06,2025-04-21 01:51:53.295556,563.0,43.11,Critical,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,2693477.0,KPI,User_47,2023-10-06 06:14:00,login,CANADA,CANADA,1761.0,35.0,6.0,4205.0,65.6199268665857,6255.0,14.322,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0303,KEY-0303,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Closed,Reporter 5,Assignee 2,2023-05-26,2023-05-29 00:00:00.000000,3.0,30.94,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,2072450.0,KPI,User_6,2023-05-26 07:13:00,data_modification,Unknown,DE,1043.0,26.0,6.0,3701.0,62.46495113583956,3549.0,11.338,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0304,KEY-0304,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 6,Assignee 1,2024-04-06,2024-04-11 00:00:00.000000,5.0,34.3,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,1981462.5,KPI,User_94,2024-04-06 08:04:00,login,IN,IN,900.0,26.0,12.0,5267.5,73.58580381528884,7223.0,10.36,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0305,KEY-0305,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,In Progress,Reporter 4,Assignee 12,2023-01-22,2025-04-21 01:51:53.295556,820.0,63.53,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2458580.0,KRI,User_7,2023-01-22 02:58:00,data_modification,FR,JP,900.0,26.0,15.0,2305.0,35.04791953196823,6096.0,16.256000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0306,KEY-0306,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Closed,Reporter 1,Assignee 2,2023-09-18,2023-09-24 00:00:00.000000,6.0,57.39,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2224298.0,KPI,User_93,2023-09-18 20:26:00,file_access,USA,USA,1529.0,26.0,24.0,797.0,64.8227364454361,5312.0,16.328000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0307,KEY-0307,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Resolved,Reporter 6,Assignee 16,2023-03-23,2023-03-25 00:00:00.000000,2.0,33.89,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2392312.5,KRI,User_96,2023-03-23 11:55:00,login,AU,DE,2565.0,39.0,15.0,1907.5,39.74083957344686,5777.0,10.528,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0308,KEY-0308,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 9,Assignee 14,2023-04-02,2025-04-21 01:51:53.295556,750.0,6.65,Medium,HR,Steps to resolve Incomplete Risk Management Framework,2622893.0,KPI,User_76,2023-04-02 10:37:00,login,Unknown,Unknown,900.0,26.0,13.0,4250.0,20.444202543968675,5027.0,5.48,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0309,KEY-0309,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 2,Assignee 7,2025-03-29,2025-04-02 00:00:00.000000,4.0,49.18,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,2411362.5,KPI,User_49,2025-03-29 17:13:00,login,Unknown,CANADA,1269.0,30.0,15.0,1350.0,28.832402763651352,7019.0,13.936,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0310,KEY-0310,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 8,Assignee 15,2023-06-13,2025-04-21 01:51:53.295556,678.0,9.33,High,Operations,Steps to resolve Access by Unauthorized Personnel Detected,1581473.0,KRI,User_1,2023-06-13 19:16:00,data_modification,FR,FR,1405.0,26.0,21.0,1709.0,79.34470348476539,4213.0,7.116,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0311,KEY-0311,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Closed,Reporter 9,Assignee 14,2023-05-23,2023-06-02 00:00:00.000000,10.0,77.29,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2841083.0,KRI,User_56,2023-05-23 17:41:00,login,Unknown,Unknown,1272.0,28.0,10.0,3443.0,28.8352026614698,4354.0,20.858,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0312,KEY-0312,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 9,Assignee 15,2024-05-03,2025-04-21 01:51:53.295556,353.0,27.52,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,840750.0,KRI,User_49,2024-05-03 04:38:00,data_modification,DE,DE,906.0,26.0,18.0,2470.0,64.4927487385551,4834.0,9.054,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0313,KEY-0313,Weak Authentication Protocols,1,Access Control,High,Closed,Reporter 9,Assignee 5,2023-02-17,2023-02-26 00:00:00.000000,9.0,92.15,Critical,HR,Steps to resolve Weak Authentication Protocols,2738513.0,KPI,User_69,2023-02-17 07:17:00,login,Unknown,Unknown,900.0,31.0,13.0,1541.0,63.67308822096933,6377.0,23.63000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0314,KEY-0314,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 10,Assignee 10,2024-08-20,2025-04-21 01:51:53.295556,244.0,2.57,Low,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,2308877.0,KRI,User_10,2024-08-20 00:17:00,data_modification,CN,JP,1522.0,26.0,17.0,10877.0,36.508985836659264,3824.0,4.214,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0315,KEY-0315,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 5,Assignee 20,2023-02-03,2023-02-07 00:00:00.000000,4.0,85.04,Critical,HR,Steps to resolve Outdated Operating System Components,2433970.0,KPI,User_91,2023-02-03 08:43:00,data_modification,IN,IN,900.0,30.0,6.0,847.5,70.88736175454852,6740.0,21.258000000000006,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0316,KEY-0316,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 4,Assignee 6,2025-03-23,2025-04-21 01:51:53.295556,29.0,56.66,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,977681.0,KPI,User_17,2025-03-23 19:33:00,file_access,JP,JP,1103.0,31.0,17.0,719.0,44.14125469552408,7129.0,16.882,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0317,KEY-0317,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 6,Assignee 16,2023-04-29,2025-04-21 01:51:53.295556,723.0,82.76,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,991793.0,KRI,User_67,2023-04-29 17:11:00,file_access,CN,CN,2216.0,26.0,13.0,1604.0,32.44764596296157,5288.0,21.452,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
