Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type,Color
Inadequate Firewall Configurations,37.24004190068994,Schedule Investigation,Medium,KEY-0522,6.3999999999999995,Steps to resolve Inadequate Firewall Configurations,1,Critical,Resolved,2573,10,2024-06-08 20:15:00.000000,17265.38046754678,Assignee 18,7.6923171309426825,User_98,2024-06-05 21:44:00,3,KPI,ISSUE-0522,Network Security,DE,Reporter 8,5,IT,0,6078.748521080397,High,EU,2024-06-05 20:15:00,10.461538350005416,data_modification,Yellow-Orange
Unauthorized Access Leading to Data Exposure,32.97094187309798,Schedule Investigation,Medium,KEY-0523,6.7,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,Closed,3286,10,2024-06-12 21:16:00.000000,19244.679118063214,Assignee 12,14.00192016667337,User_68,2024-06-06 22:05:00,6,KRI,ISSUE-0523,Data Breach,IN,Reporter 4,10,Finance,0,54713.70240866404,High,JP,2024-06-06 21:16:00,12.533662229761529,data_modification,Yellow-Orange
Non-Compliance with Data Protection Regulations,16.66149456296431,Routine Monitoring,Medium,KEY-0524,4.95,Steps to resolve Non-Compliance with Data Protection Regulations,1,High,Resolved,65,8,2024-06-18 00:25:00.000000,4401.821070965241,Assignee 11,0.1,User_54,2024-06-08 18:04:00,10,KRI,ISSUE-0524,Legal Compliance,DE,Reporter 8,1,Finance,0,13339.777268765933,Medium,USA,2024-06-08 00:25:00,4.911767124757845,login,Yellow
Successful Phishing Attempt Targeting Executives,36.440008819585714,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0525,7.1499999999999995,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Critical,Resolved,397,10,2024-06-27 06:42:00.000000,6210.036210200312,Assignee 10,6.401191214314503,User_21,2024-06-08 17:14:00,19,KRI,ISSUE-0525,Phishing Attack,DE,Reporter 2,3,HR,0,23345.585925613712,Critical,AU,2024-06-08 06:42:00,6.352425441470967,data_modification,Red
Incomplete Risk Management Framework,20.16783125372108,Schedule Investigation,Medium,KEY-0526,6.1,Steps to resolve Incomplete Risk Management Framework,1,Critical,Resolved,64,10,2024-06-12 06:52:00.000000,5169.8582417991165,Assignee 12,0.1,User_95,2024-06-09 19:56:00,3,KPI,ISSUE-0526,Risk Management Maturity,FR,Reporter 7,1,HR,0,17467.138682911816,High,FR,2024-06-09 06:52:00,7.827707966305828,login,Yellow-Orange
Successful Phishing Attempt Targeting Executives,35.334924178628604,Log for Reference,Low,KEY-0527,2.9499999999999997,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Low,Resolved,1689,1,2024-06-16 19:56:00.000000,12945.899105299088,Assignee 15,42.29902630093201,User_41,2024-06-11 12:35:00,6,KRI,ISSUE-0527,Phishing Attack,UK,Reporter 4,6,Operations,0,8057.255661784589,Medium,IN,2024-06-10 19:56:00,10.2521719387101,file_access,Green-Yellow
Insufficient Access Control Measures,22.431018471527835,Increase Monitoring & Investigate,Medium,KEY-0528,6.9,Steps to resolve Insufficient Access Control Measures,1,Critical,In Progress,107,10,2026-01-02 22:27:57.042371,4336.468454594623,Assignee 16,0.7241326078942318,User_5,2024-06-12 22:07:00,11,KPI,ISSUE-0528,Control Effectiveness,UK,Reporter 8,1,Legal,0,15518.67554264836,Critical,Unknown,2024-06-11 22:38:00,3.6313551817458807,login,Orange
Outdated Operating System Components,35.58471329028162,Schedule Investigation,Medium,KEY-0529,6.3,Steps to resolve Outdated Operating System Components,1,Critical,Resolved,567,10,2024-06-15 15:22:00.000000,5308.762011403095,Assignee 5,0.6246131928184891,User_15,2024-06-12 23:25:00,3,KPI,ISSUE-0529,System Vulnerability,CANADA,Reporter 4,12,IT,0,4390.907787399482,High,JP,2024-06-12 15:22:00,6.237198812618505,file_access,Yellow-Orange
Weak Authentication Protocols,13.18448574817755,Routine Monitoring,Medium,KEY-0530,5.199999999999999,Steps to resolve Weak Authentication Protocols,1,High,In Progress,965,8,2025-12-19 22:27:57.042371,8862.32200583548,Assignee 2,17.58371389081523,User_17,2024-06-14 01:06:00,12,KPI,ISSUE-0530,Access Control,JP,Reporter 6,2,Sales,0,12802.587668629636,Medium,AU,2024-06-13 01:26:00,12.196166089284281,data_modification,Yellow
High-Volume Distributed Denial-of-Service Attack,49.97908625084948,Schedule Investigation,Medium,KEY-0531,6.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,Closed,158,9,2024-06-21 10:49:00.000000,5110.245338324795,Assignee 14,0.1,User_11,2024-06-15 04:02:00,7,KRI,ISSUE-0531,DDOS,USA,Reporter 9,1,HR,0,18694.781382068395,High,CN,2024-06-14 10:49:00,3.4807875069520087,login,Yellow-Orange
Access by Unauthorized Personnel Detected,24.00722432946554,Routine Monitoring,Medium,KEY-0532,4.45,Steps to resolve Access by Unauthorized Personnel Detected,1,High,In Progress,118,6,2026-02-18 22:27:57.042371,2489.4064670933953,Assignee 6,1.2997725919152672,User_69,2024-06-16 07:27:00,8,KRI,ISSUE-0532,Unauthorized Access,FR,Reporter 6,1,Legal,0,14010.527444842377,Medium,AU,2024-06-15 19:32:00,2.394165990893301,login,Yellow
Weak Cloud Storage Access Controls,24.746634169910337,Log Activity for Reference,Medium,KEY-0533,4.6,Steps to resolve Weak Cloud Storage Access Controls,1,Critical,Resolved,551,10,2024-06-18 13:51:00.000000,5931.768763653653,Assignee 5,9.982946350132021,User_68,2024-06-17 11:37:00,2,KRI,ISSUE-0533,Cloud Security Posture,IN,Reporter 7,1,Operations,0,4336.518459938482,Low,CN,2024-06-16 13:51:00,5.457149613379006,login,Light Yellow
Access by Unauthorized Personnel Detected,27.948212881615483,Log Activity for Reference,Medium,KEY-0534,4.249999999999999,Steps to resolve Access by Unauthorized Personnel Detected,1,High,Open,366,8,2025-11-03 22:27:57.042371,6834.218539592764,Assignee 11,4.480173728911419,User_58,2024-06-17 23:06:00,6,KRI,ISSUE-0534,Unauthorized Access,Unknown,Reporter 5,10,Legal,0,9429.762715422505,Low,DE,2024-06-17 22:14:00,3.0017824525986643,data_modification,Light Yellow
Delayed Patching of Known Vulnerabilities,36.636221360964456,Schedule Investigation,Medium,KEY-0535,6.6000000000000005,Steps to resolve Delayed Patching of Known Vulnerabilities,1,Critical,Closed,149,10,2024-07-02 15:37:00.000000,5179.772420558663,Assignee 15,5.1462430954952,User_47,2024-06-19 08:49:00,14,KPI,ISSUE-0535,Vulnerability Remediation,USA,Reporter 6,6,External Contractors,0,9799.50223902893,High,UK,2024-06-18 15:37:00,5.579628395242856,file_access,Yellow-Orange
Supplier Security Compliance Gaps,31.1313170803701,Schedule Investigation,Medium,KEY-0536,6.85,Steps to resolve Supplier Security Compliance Gaps,1,Critical,Open,434,10,2025-11-16 22:27:57.042371,7673.180488151031,Assignee 10,9.208620677905513,User_71,2024-06-19 07:31:00,32,KPI,ISSUE-0536,Procurement Security,UK,Reporter 1,11,Finance,0,16815.625122387504,High,CANADA,2024-06-19 03:34:00,9.364887647250368,file_access,Yellow-Orange
High-Volume Distributed Denial-of-Service Attack,15.473033944796324,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0537,7.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,Resolved,122,10,2024-06-30 00:46:00.000000,5437.2998400270535,Assignee 20,0.7546395493800121,User_18,2024-06-20 04:18:00,10,KRI,ISSUE-0537,DDOS,EU,Reporter 7,1,IT,0,13015.730768431333,Critical,CN,2024-06-20 00:46:00,8.9753236864278,login,Red
Increased Exposure due to Insufficient Data Encryption,26.16930303740439,Routine Monitoring,Medium,KEY-0538,5.200000000000001,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,High,Resolved,616,7,2024-07-03 12:08:00.000000,7820.530942846284,Assignee 13,69.4271623631208,User_75,2024-06-21 18:27:00,12,KRI,ISSUE-0538,Risk Exposure,IN,Reporter 1,8,External Contractors,0,4056.3098210540043,Medium,EU,2024-06-21 12:08:00,10.045875695848718,data_modification,Yellow
Successful Phishing Attempt Targeting Executives,43.70309805517219,Schedule Investigation,Medium,KEY-0539,6.000000000000001,Steps to resolve Successful Phishing Attempt Targeting Executives,1,High,Open,1026,7,2025-11-28 22:27:57.042371,11161.308935563096,Assignee 8,36.462888904190685,User_99,2024-06-22 10:53:00,9,KRI,ISSUE-0539,Phishing Attack,JP,Reporter 7,16,Operations,0,6023.0641939184425,High,JP,2024-06-22 06:05:00,3.076954536462392,file_access,Yellow-Orange
Increased Exposure due to Insufficient Data Encryption,40.508482361358006,Log for Reference,Low,KEY-0540,3.55,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Low,In Progress,1373,3,2025-11-02 22:27:57.042371,10054.73836842584,Assignee 3,12.635832606102054,User_57,2024-06-23 11:57:00,16,KRI,ISSUE-0540,Risk Exposure,USA,Reporter 7,12,External Contractors,0,5798.420792072805,Medium,FR,2024-06-23 09:47:00,3.6620324813339935,file_access,Green-Yellow
Sensitive Data Leak via Misconfigured Cloud Storage,40.856340941856395,No Action Needed,Low,KEY-0541,2.45,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Low,Closed,746,3,2024-07-01 12:52:00.000000,6182.901223941541,Assignee 5,35.53707855491002,User_86,2024-06-24 14:36:00,7,KRI,ISSUE-0541,Data Leak,EU,Reporter 10,22,External Contractors,0,1821.0609341685172,Low,Unknown,2024-06-24 12:52:00,4.773558902200226,file_access,Green
Weak Authentication Protocols,33.724251019776005,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0542,7.1499999999999995,Steps to resolve Weak Authentication Protocols,1,Critical,Closed,291,10,2024-07-12 07:33:00.000000,6757.052185124413,Assignee 7,0.1,User_91,2024-06-25 18:45:00,17,KPI,ISSUE-0542,Access Control,JP,Reporter 1,1,External Contractors,0,19685.85317313259,Critical,UK,2024-06-25 07:33:00,7.445989958106859,login,Red
Sensitive Data Leak via Misconfigured Cloud Storage,37.20057954308751,Routine Monitoring,Medium,KEY-0543,5.55,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Critical,In Progress,41,10,2026-01-03 22:27:57.042371,5166.60487263119,Assignee 1,0.15661580740046105,User_10,2024-06-26 20:52:00,5,KRI,ISSUE-0543,Data Leak,CANADA,Reporter 10,1,IT,0,6695.731004565077,Medium,CANADA,2024-06-26 15:19:00,7.443573791772341,login,Yellow
Insufficient Coverage in Annual Risk Assessment,23.137669466057137,Increase Monitoring & Investigate,Medium,KEY-0544,6.800000000000001,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,Resolved,10,10,2024-07-03 14:13:00.000000,2598.833190109563,Assignee 14,35.9892424061504,User_99,2024-06-27 14:29:00,6,KPI,ISSUE-0544,Risk Assessment Coverage,IN,Reporter 5,10,External Contractors,0,17560.99378063259,Critical,Unknown,2024-06-27 14:13:00,4.178896689606337,file_access,Orange
Unresolved Vulnerabilities from Latest Penetration Test,39.45960989188892,Routine Monitoring,Medium,KEY-0545,6.05,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Critical,Resolved,2048,10,2024-07-02 12:44:00.000000,13472.194265694578,Assignee 5,2.5172171710184004,User_30,2024-06-28 23:17:00,4,KPI,ISSUE-0545,Penetration Testing Effectiveness,EU,Reporter 8,15,HR,0,8601.417124901142,Medium,IN,2024-06-28 12:44:00,14.436805201731227,file_access,Yellow
Outdated Operating System Components,21.40580048071216,Log for Reference,Low,KEY-0546,3.15,Steps to resolve Outdated Operating System Components,1,Low,Closed,269,3,2024-07-08 01:56:00.000000,5185.467263167799,Assignee 11,0.31365648305536287,User_5,2024-06-30 14:49:00,8,KPI,ISSUE-0546,System Vulnerability,DE,Reporter 6,1,External Contractors,0,6090.153410385018,Medium,DE,2024-06-30 01:56:00,5.411743568521782,login,Green-Yellow
Insufficient Access Control Measures,36.84524025364157,Increase Monitoring & Investigate,Medium,KEY-0547,6.9,Steps to resolve Insufficient Access Control Measures,1,Critical,In Progress,27,10,2025-11-20 22:27:57.042371,2995.585421959884,Assignee 2,0.763539268571013,User_2,2024-07-01 12:38:00,31,KPI,ISSUE-0547,Control Effectiveness,DE,Reporter 10,1,Finance,0,31186.524307662683,Critical,DE,2024-06-30 23:46:00,3.101134886618376,login,Orange
High-Volume Distributed Denial-of-Service Attack,35.43528051547297,Schedule Investigation,Medium,KEY-0548,6.7,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,In Progress,150,10,2025-11-02 22:27:57.042371,4222.278969909198,Assignee 7,21.293840438839577,User_1,2024-07-02 14:00:00,19,KRI,ISSUE-0548,DDOS,DE,Reporter 3,15,IT,0,7821.667161171697,High,UK,2024-07-01 21:01:00,8.271525174712366,file_access,Yellow-Orange
Unresolved Vulnerabilities from Latest Penetration Test,27.290748699771143,Log for Reference,Low,KEY-0549,2.75,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Low,Open,368,1,2026-02-22 22:27:57.042371,5444.872956009076,Assignee 9,2.63150172020616,User_14,2024-07-03 15:10:00,19,KPI,ISSUE-0549,Penetration Testing Effectiveness,CANADA,Reporter 10,10,External Contractors,0,8641.03036090195,Medium,EU,2024-07-02 17:47:00,4.307028581513173,data_modification,Green-Yellow
Detected Malware Infiltration in Internal Systems,36.33633487431789,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0550,7.5,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Closed,1252,10,2024-07-15 12:38:00.000000,10828.140885611785,Assignee 4,5.509455537251341,User_54,2024-07-03 21:31:00,12,KRI,ISSUE-0550,Malware,DE,Reporter 10,11,Finance,0,59502.72223754358,Critical,IN,2024-07-03 12:38:00,11.911767124757844,data_modification,Red
High-Volume Distributed Denial-of-Service Attack,20.05060885889331,Routine Monitoring,Medium,KEY-0551,4.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Medium,In Progress,16,4,2025-11-19 22:27:57.042371,3707.3763384754784,Assignee 10,7.367435401805988,User_16,2024-07-05 13:00:00,17,KRI,ISSUE-0551,DDOS,FR,Reporter 8,11,C-Suite Executives,0,10861.040877822536,Medium,AU,2024-07-04 16:05:00,11.191217327983784,file_access,Yellow
Successful Phishing Attempt Targeting Executives,53.080520589042294,No Action Needed,Low,KEY-0552,2.0,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Low,Open,29,1,2025-11-11 22:27:57.042371,4210.699755367552,Assignee 20,0.5336961453408403,User_76,2024-07-05 20:11:00,9,KRI,ISSUE-0552,Phishing Attack,AU,Reporter 4,1,External Contractors,0,1720.0796656928637,Low,JP,2024-07-05 09:40:00,5.653781559842136,login,Green
Weak Cloud Storage Access Controls,36.717970818024426,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0553,7.35,Steps to resolve Weak Cloud Storage Access Controls,1,Critical,Closed,378,10,2024-07-15 06:38:00.000000,6020.7843908342065,Assignee 18,1.7508628654425704,User_1,2024-07-06 11:02:00,9,KRI,ISSUE-0553,Cloud Security Posture,CANADA,Reporter 4,14,Sales,0,29778.77676023853,Critical,AU,2024-07-06 06:38:00,8.20619410435469,file_access,Red
Detected Malware Infiltration in Internal Systems,32.149702186230726,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0554,7.0,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,Resolved,425,10,2024-07-16 04:21:00.000000,5921.403199523586,Assignee 11,0.7187797107853762,User_68,2024-07-07 22:46:00,9,KRI,ISSUE-0554,Malware,JP,Reporter 9,1,HR,0,53366.5538965395,Critical,FR,2024-07-07 04:21:00,10.963134565960564,login,Red
Non-Compliance with Data Protection Regulations,27.983972258121376,Escalate to SOC & Restrict Critical System Access,High,KEY-0555,7.15,Steps to resolve Non-Compliance with Data Protection Regulations,1,Critical,Closed,529,10,2024-07-19 12:15:00.000000,6429.622947912758,Assignee 4,55.60402181005576,User_27,2024-07-09 04:35:00,11,KRI,ISSUE-0555,Legal Compliance,AU,Reporter 3,10,Legal,0,12707.488483176045,Critical,AU,2024-07-08 12:15:00,2.778815986055167,file_access,Red
High-Volume Distributed Denial-of-Service Attack,6.818351980904513,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0556,7.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,In Progress,95,10,2026-01-06 22:27:57.042371,5006.0622309496885,Assignee 6,2.252405866022256,User_6,2024-07-10 09:14:00,24,KRI,ISSUE-0556,DDOS,CN,Reporter 3,1,Finance,0,25873.24088990753,Critical,IN,2024-07-09 12:24:00,6.599444558580756,login,Red
Weak Authentication Protocols,21.791252280788814,Routine Monitoring,Medium,KEY-0557,4.650000000000001,Steps to resolve Weak Authentication Protocols,1,High,Closed,84,6,2024-07-19 14:30:00.000000,4164.888792801673,Assignee 11,17.371011822391676,User_26,2024-07-11 03:13:00,9,KPI,ISSUE-0557,Access Control,UK,Reporter 6,8,External Contractors,0,5808.22902080369,Medium,AU,2024-07-10 14:30:00,3.4938079741669323,file_access,Yellow
Unresolved Vulnerabilities from Latest Penetration Test,33.87125688069871,Routine Monitoring,Medium,KEY-0558,5.35,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Critical,Resolved,490,10,2024-07-14 05:05:00.000000,5733.881213842345,Assignee 9,0.1,User_2,2024-07-11 21:23:00,3,KPI,ISSUE-0558,Penetration Testing Effectiveness,AU,Reporter 8,5,Finance,0,6808.956959174174,Medium,UK,2024-07-11 05:05:00,5.101134886618376,data_modification,Yellow
Detected Malware Infiltration in Internal Systems,16.353066041895342,Increase Monitoring & Investigate,Medium,KEY-0559,6.9,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,96,10,2026-01-14 22:27:57.042371,4019.1945486734994,Assignee 6,0.30594549522289377,User_3,2024-07-13 19:35:00,15,KRI,ISSUE-0559,Malware,EU,Reporter 10,1,Legal,0,25895.579569992056,Critical,USA,2024-07-13 03:55:00,4.892273223046143,login,Orange
Successful Phishing Attempt Targeting Executives,46.78102515279224,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0560,7.4,Steps to resolve Successful Phishing Attempt Targeting Executives,1,Critical,Resolved,1281,10,2024-07-25 08:11:00.000000,12038.160019281017,Assignee 8,5.507100101884679,User_82,2024-07-14 00:32:00,12,KRI,ISSUE-0560,Phishing Attack,DE,Reporter 9,8,Finance,0,30263.649708786063,Critical,JP,2024-07-13 08:11:00,5.154339180895509,data_modification,Red
Unresolved Vulnerabilities from Latest Penetration Test,52.84738914581442,Log for Reference,Low,KEY-0561,3.65,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Low,Open,2660,3,2025-12-19 22:27:57.042371,17036.969459225547,Assignee 12,1.7064264525035402,User_22,2024-07-14 20:09:00,8,KPI,ISSUE-0561,Penetration Testing Effectiveness,AU,Reporter 6,13,HR,0,12583.645806866663,Medium,AU,2024-07-14 00:05:00,9.405769325026736,data_modification,Green-Yellow
Incomplete Risk Management Framework,43.57496830476716,Routine Monitoring,Medium,KEY-0562,5.350000000000001,Steps to resolve Incomplete Risk Management Framework,1,High,In Progress,1198,7,2026-03-13 22:27:57.042371,10366.038134790278,Assignee 11,87.47247385886239,User_5,2024-07-16 01:41:00,11,KPI,ISSUE-0562,Risk Management Maturity,UK,Reporter 6,8,Sales,0,10981.722932341227,Medium,IN,2024-07-15 11:48:00,7.977182734264025,file_access,Yellow
Missing or Inaccurate Asset Records,35.82348410753067,Log Activity for Reference,Medium,KEY-0563,4.1,Steps to resolve Missing or Inaccurate Asset Records,1,High,Closed,131,8,2024-07-22 21:29:00.000000,4205.987854782179,Assignee 8,9.525233505300099,User_72,2024-07-17 03:45:00,6,KPI,ISSUE-0563,Asset Inventory Accuracy,USA,Reporter 7,7,IT,0,4917.038284211518,Low,USA,2024-07-16 21:29:00,3.5434645684986563,file_access,Light Yellow
Detected Malware Infiltration in Internal Systems,24.664070457096088,Routine Monitoring,Medium,KEY-0564,5.9,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,922,10,2025-11-27 22:27:57.042371,8023.039105453515,Assignee 15,2.0590514950810053,User_3,2024-07-17 20:29:00,18,KRI,ISSUE-0564,Malware,JP,Reporter 9,8,Operations,0,7151.6811396927815,Medium,UK,2024-07-17 03:37:00,3.6029919009040685,file_access,Yellow
Successful Phishing Attempt Targeting Executives,32.796391950526555,Routine Monitoring,Medium,KEY-0565,4.65,Steps to resolve Successful Phishing Attempt Targeting Executives,1,High,Resolved,4509,6,2024-07-21 22:08:00.000000,27614.415295592124,Assignee 18,0.585278930097922,User_31,2024-07-19 14:49:00,3,KRI,ISSUE-0565,Phishing Attack,CN,Reporter 3,10,C-Suite Executives,0,8827.137868828877,Medium,CN,2024-07-18 22:08:00,6.046080737638571,file_access,Yellow
Non-Compliance with Data Protection Regulations,11.090211220566346,Routine Monitoring,Medium,KEY-0566,5.7,Steps to resolve Non-Compliance with Data Protection Regulations,1,Critical,In Progress,387,9,2026-03-01 22:27:57.042371,6764.305810202675,Assignee 7,2.620535631291591,User_17,2024-07-19 22:48:00,20,KRI,ISSUE-0566,Legal Compliance,JP,Reporter 8,6,HR,0,11504.31165630378,Medium,CANADA,2024-07-19 06:41:00,3.8926958502275157,file_access,Yellow
Supplier Security Compliance Gaps,17.144702366922402,Log for Reference,Low,KEY-0567,2.55,Steps to resolve Supplier Security Compliance Gaps,1,Low,Closed,110,1,2024-07-24 06:31:00.000000,4407.8749791898845,Assignee 1,12.333141383256713,User_11,2024-07-21 06:00:00,4,KPI,ISSUE-0567,Procurement Security,Unknown,Reporter 3,3,C-Suite Executives,0,11731.611917807182,Medium,Unknown,2024-07-20 06:31:00,5.202213904023781,file_access,Green-Yellow
Supplier Security Compliance Gaps,20.556636139760144,Schedule Investigation,Medium,KEY-0568,5.65,Steps to resolve Supplier Security Compliance Gaps,1,High,Closed,667,7,2024-08-06 23:33:00.000000,8659.476476983958,Assignee 10,14.600960604188847,User_92,2024-07-22 11:56:00,16,KPI,ISSUE-0568,Procurement Security,Unknown,Reporter 5,1,External Contractors,0,13136.595604298087,High,Unknown,2024-07-21 23:33:00,4.781838074037845,file_access,Yellow-Orange
Insufficient Coverage in Annual Risk Assessment,51.22877009429246,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0569,7.1000000000000005,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,Closed,446,10,2024-07-30 02:25:00.000000,5078.305328394072,Assignee 19,10.347570781611077,User_63,2024-07-22 22:24:00,8,KPI,ISSUE-0569,Risk Assessment Coverage,JP,Reporter 1,9,External Contractors,0,19994.54105847326,Critical,AU,2024-07-22 02:25:00,6.365293439423989,file_access,Red
Insufficient Access Control Measures,35.12867635006074,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0570,7.1,Steps to resolve Insufficient Access Control Measures,1,Critical,Closed,4619,10,2024-07-26 00:51:00.000000,27812.495948334046,Assignee 5,3.222400264389531,User_4,2024-07-23 17:32:00,3,KPI,ISSUE-0570,Control Effectiveness,EU,Reporter 5,12,Legal,0,14132.725491781785,Critical,DE,2024-07-23 00:51:00,6.531940804369125,data_modification,Red
Access by Unauthorized Personnel Detected,36.27204343660281,Log Activity for Reference,Medium,KEY-0571,5.3500000000000005,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Open,122,10,2026-01-23 22:27:57.042371,6129.074715574286,Assignee 4,55.40529808175709,User_54,2024-07-24 17:33:00,8,KRI,ISSUE-0571,Unauthorized Access,FR,Reporter 7,10,HR,0,15429.350396461334,Low,EU,2024-07-24 12:09:00,7.482865396404381,file_access,Light Yellow
Access by Unauthorized Personnel Detected,6.989960146309347,Routine Monitoring,Medium,KEY-0572,5.750000000000001,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,In Progress,130,10,2026-03-11 22:27:57.042371,5163.3194810482055,Assignee 3,2.8446179641281026,User_71,2024-07-26 04:20:00,8,KRI,ISSUE-0572,Unauthorized Access,EU,Reporter 7,8,Legal,0,14720.426443731973,Medium,IN,2024-07-25 15:06:00,4.937762321830351,data_modification,Yellow
Weak Cloud Storage Access Controls,36.33025503547608,Increase Monitoring & Investigate,Medium,KEY-0573,6.9,Steps to resolve Weak Cloud Storage Access Controls,1,Critical,Open,32,10,2025-12-06 22:27:57.042371,4380.4209863587375,Assignee 13,0.3475704884519326,User_67,2024-07-27 06:10:00,25,KRI,ISSUE-0573,Cloud Security Posture,FR,Reporter 8,4,Legal,0,9461.601860059302,Critical,Unknown,2024-07-26 18:01:00,4.244530582902738,file_access,Orange
Increased Exposure due to Insufficient Data Encryption,32.205237467590784,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0574,7.1499999999999995,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1,Critical,Resolved,601,10,2024-08-14 15:04:00.000000,6878.445500535304,Assignee 9,1.2622323948362333,User_34,2024-07-28 02:04:00,18,KRI,ISSUE-0574,Risk Exposure,FR,Reporter 1,1,Sales,0,29526.214384489856,Critical,CN,2024-07-27 15:04:00,5.952524379332564,login,Red
Inadequate Firewall Configurations,32.59933946088017,Routine Monitoring,Medium,KEY-0575,5.05,Steps to resolve Inadequate Firewall Configurations,1,High,Open,179,8,2026-03-10 22:27:57.042371,4774.678083678056,Assignee 7,0.1,User_70,2024-07-29 03:16:00,21,KPI,ISSUE-0575,Network Security,IN,Reporter 5,1,External Contractors,0,2821.6534454101293,Medium,CN,2024-07-28 14:10:00,5.427703995106963,login,Yellow
Access by Unauthorized Personnel Detected,55.70940555581291,Schedule Investigation,Medium,KEY-0576,6.6,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Closed,937,10,2024-08-11 21:13:00.000000,10385.273278397806,Assignee 12,0.6792603590177178,User_25,2024-07-30 03:43:00,13,KRI,ISSUE-0576,Unauthorized Access,EU,Reporter 2,2,External Contractors,0,28141.59968150401,High,Unknown,2024-07-29 21:13:00,2.4260779721711403,file_access,Yellow-Orange
High-Volume Distributed Denial-of-Service Attack,44.2051797952674,Schedule Investigation,Medium,KEY-0577,6.7,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,In Progress,556,10,2026-01-16 22:27:57.042371,5809.367060616802,Assignee 18,25.926494891318747,User_35,2024-07-31 05:35:00,49,KRI,ISSUE-0577,DDOS,CANADA,Reporter 4,16,Operations,0,4014.976165923139,High,IN,2024-07-30 08:34:00,10.319864086059436,data_modification,Yellow-Orange
Inadequate Firewall Configurations,44.152917552579765,Log for Reference,Low,KEY-0578,3.35,Steps to resolve Inadequate Firewall Configurations,1,Low,Closed,2022,3,2024-08-04 10:51:00.000000,15021.589404344933,Assignee 20,16.52173891162706,User_33,2024-07-31 19:48:00,4,KPI,ISSUE-0578,Network Security,CN,Reporter 3,7,Finance,0,14570.557433175487,Medium,FR,2024-07-31 10:51:00,5.85943311246489,data_modification,Green-Yellow
Unauthorized Access Leading to Data Exposure,55.295812291432526,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0579,7.2,Steps to resolve Unauthorized Access Leading to Data Exposure,1,Critical,In Progress,5080,10,2026-02-25 22:27:57.042371,28653.334798720953,Assignee 5,162.55091926274264,User_20,2024-08-01 16:55:00,38,KRI,ISSUE-0579,Data Breach,FR,Reporter 6,16,HR,0,47884.73687582836,High,JP,2024-08-01 07:03:00,10.674392121796826,data_modification,Orange-Red
