Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action
ISSUE-0547,KEY-0547,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 2,Assignee 3,2023-09-10,2025-09-19 22:15:24.985808,740,2.0,Low,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,206555.0,KRI,User_80,2023-09-10 09:53:00,file_access,Unknown,Unknown,1776,26,10,662.0,79.43356372616077,7062,4.899999999999999,Medium,Increase Monitoring & Investigate | Limit Data Transfer
ISSUE-0548,KEY-0548,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 1,Assignee 4,2024-09-13,2025-09-19 22:15:24.985808,371,41.19,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,695510.0,KPI,User_73,2024-09-13 11:52:00,login,FR,FR,900,30,6,650.0,22.19757877151291,6786,12.537999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0549,KEY-0549,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,In Progress,Reporter 4,Assignee 5,2024-02-01,2025-09-19 22:15:24.985808,596,68.64,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,923870.0,KPI,User_93,2024-02-01 19:15:00,data_modification,IN,IN,900,26,21,617.5,73.47559218256802,6338,17.428000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0550,KEY-0550,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 8,Assignee 11,2023-01-31,2023-02-10 00:00:00.000000,10,18.67,Critical,HR,Steps to resolve Weak Authentication Protocols,2336035.0,KPI,User_38,2023-01-31 17:45:00,file_access,AU,AU,900,26,6,2285.0,26.86394050687559,7101,7.284,High,Flag for Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0551,KEY-0551,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Open,Reporter 9,Assignee 5,2023-03-15,2025-09-19 22:15:24.985808,919,55.22,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,588677.0,KRI,User_3,2023-03-15 19:52:00,file_access,JP,JP,900,28,21,647.0,41.379249099774604,4000,15.943999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0552,KEY-0552,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 1,Assignee 20,2025-08-18,2025-09-19 22:15:24.985808,32,64.79,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,1043312.5,KPI,User_46,2025-08-18 21:38:00,data_modification,FR,FR,1872,26,15,632.5,37.810281807710695,4282,17.108,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0553,KEY-0553,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 9,Assignee 5,2024-08-05,2024-08-08 00:00:00.000000,3,2.0,Low,HR,Steps to resolve Access by Unauthorized Personnel Detected,1241555.0,KRI,User_28,2024-08-05 18:25:00,file_access,USA,USA,2353,26,3,1064.0,40.57264830429531,5995,4.0,Medium,Increase Monitoring & Investigate | Limit Data Transfer
ISSUE-0554,KEY-0554,Weak Authentication Protocols,1,Access Control,Critical,In Progress,Reporter 9,Assignee 14,2024-01-20,2025-09-19 22:15:24.985808,608,59.15,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,1188962.0,KPI,User_64,2024-01-20 06:30:00,login,Unknown,Unknown,900,26,10,5234.0,25.97875183966645,7117,17.38,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0555,KEY-0555,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 7,Assignee 7,2023-11-04,2025-09-19 22:15:24.985808,685,87.76,Critical,HR,Steps to resolve Weak Authentication Protocols,1084212.5,KPI,User_24,2023-11-04 09:11:00,file_access,DE,DE,1210,26,12,5787.5,27.75285833792598,4197,20.952,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0556,KEY-0556,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 2,Assignee 20,2023-03-27,2025-09-19 22:15:24.985808,907,71.81,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,1131812.5,KRI,User_75,2023-03-27 05:46:00,data_modification,IN,IN,925,26,15,5110.0,22.937425369783252,4400,17.762,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0557,KEY-0557,Weak Authentication Protocols,1,Access Control,Medium,Resolved,Reporter 9,Assignee 15,2024-06-21,2024-06-23 00:00:00.000000,2,48.61,Critical,Legal,Steps to resolve Weak Authentication Protocols,437322.5,KPI,User_90,2024-06-21 12:02:00,login,CANADA,CANADA,900,26,15,842.5,79.02654265180334,5340,13.622,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0558,KEY-0558,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 8,Assignee 4,2024-12-14,2025-09-19 22:15:24.985808,279,72.62,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2298356.0,KRI,User_51,2024-12-14 12:31:00,login,CN,UK,1430,26,17,5615.0,57.755780241297316,5557,19.924,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0559,KEY-0559,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,In Progress,Reporter 3,Assignee 5,2025-08-07,2025-09-19 22:15:24.985808,43,50.77,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,2424635.0,KPI,User_70,2025-08-07 23:03:00,login,DE,DE,1674,35,10,2075.0,44.59477417075448,7500,15.704,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0560,KEY-0560,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 1,Assignee 15,2025-01-14,2025-01-22 00:00:00.000000,8,56.5,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,2800217.0,KPI,User_23,2025-01-14 06:53:00,login,EU,EU,1067,26,6,4646.0,30.16046935256346,6318,16.35,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0561,KEY-0561,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 6,Assignee 17,2025-08-20,2025-09-19 22:15:24.985808,30,45.25,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1086698.0,KPI,User_55,2025-08-20 13:30:00,file_access,JP,JP,900,26,6,6611.0,76.74434961002717,6159,14.75,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0562,KEY-0562,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 8,Assignee 10,2025-08-30,2025-09-19 22:15:24.985808,20,18.4,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,967110.0,KRI,User_93,2025-08-30 18:46:00,file_access,FR,FR,1221,26,9,4372.5,33.715610508698745,4161,7.83,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0563,KEY-0563,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 7,Assignee 4,2024-11-17,2024-11-25 00:00:00.000000,8,59.78,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,617762.5,KRI,User_42,2024-11-17 19:27:00,login,IN,IN,1482,26,15,4702.5,44.37097325739911,6320,16.256000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0564,KEY-0564,Detected Malware Infiltration in Internal Systems,1,Malware,High,Closed,Reporter 9,Assignee 14,2023-12-10,2023-12-17 00:00:00.000000,7,38.7,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1223087.0,KRI,User_13,2023-12-10 21:48:00,file_access,FR,FR,900,26,17,3965.0,33.80258272803886,7144,12.590000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0565,KEY-0565,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Closed,Reporter 1,Assignee 4,2024-11-23,2024-11-24 00:00:00.000000,1,69.78,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1011743.0,KRI,User_56,2024-11-23 03:32:00,login,CN,CN,1773,26,17,1418.0,64.33002768132367,6210,19.256000000000007,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0566,KEY-0566,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 8,Assignee 17,2023-07-12,2023-07-21 00:00:00.000000,9,74.85,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,2896601.0,KPI,User_38,2023-07-12 13:44:00,file_access,EU,EU,2040,39,17,2978.0,68.44046612039153,5308,20.02,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0567,KEY-0567,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 10,Assignee 9,2025-01-02,2025-09-19 22:15:24.985808,260,92.7,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,596678.0,KRI,User_61,2025-01-02 07:32:00,login,AU,AU,1192,26,6,2558.0,79.00935179408515,6737,24.240000000000006,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0568,KEY-0568,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 5,Assignee 14,2023-09-24,2023-09-26 00:00:00.000000,2,72.89,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,192038.0,KRI,User_25,2023-09-24 22:18:00,file_access,JP,JP,1072,26,13,3830.0,44.424190726450796,3010,19.578000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0569,KEY-0569,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 9,Assignee 8,2023-11-13,2023-11-16 00:00:00.000000,3,72.62,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1318627.5,KRI,User_53,2023-11-13 16:52:00,data_modification,IN,AU,952,26,12,1157.5,23.497460965582786,6817,18.424000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0570,KEY-0570,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 10,Assignee 10,2025-02-02,2025-02-12 00:00:00.000000,10,64.34,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2311267.5,KRI,User_36,2025-02-02 00:50:00,login,AU,AU,1722,26,6,2545.0,62.712270474336655,6018,16.568000000000005,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0571,KEY-0571,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 1,Assignee 5,2023-01-17,2025-09-19 22:15:24.985808,976,53.83,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2381192.5,KRI,User_10,2023-01-17 12:27:00,login,Unknown,Unknown,900,26,6,2310.0,46.06315469293591,5747,14.165999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0572,KEY-0572,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 5,Assignee 5,2025-07-14,2025-07-15 00:00:00.000000,1,5.17,Medium,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,444572.0,KRI,User_8,2025-07-14 19:37:00,login,CANADA,CANADA,1463,26,13,1685.0,21.86701256931391,5495,4.784000000000001,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0573,KEY-0573,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 4,Assignee 8,2025-07-19,2025-07-24 00:00:00.000000,5,67.49,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2375645.0,KRI,User_47,2025-07-19 20:10:00,data_modification,JP,JP,900,26,6,1415.0,56.29949315597601,4049,17.447999999999997,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0574,KEY-0574,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 7,Assignee 2,2025-07-17,2025-09-19 22:15:24.985808,64,49.32,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2176402.5,KPI,User_20,2025-07-17 02:21:00,data_modification,CANADA,CANADA,900,26,9,1977.5,58.40802256837912,3105,13.264,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0575,KEY-0575,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Open,Reporter 6,Assignee 8,2024-12-03,2025-09-19 22:15:24.985808,290,3.19,Low,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,484247.0,KPI,User_42,2024-12-03 12:44:00,login,EU,EU,1261,26,17,2759.0,68.46161339049301,5697,4.4879999999999995,Medium,Schedule Investigation | Limit Data Transfer
ISSUE-0576,KEY-0576,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,In Progress,Reporter 1,Assignee 17,2023-05-02,2025-09-19 22:15:24.985808,871,29.6,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,339473.0,KRI,User_87,2023-05-02 20:28:00,login,DE,DE,900,26,13,1985.0,56.36315448322381,5381,11.32,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0577,KEY-0577,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 9,Assignee 3,2023-12-29,2025-09-19 22:15:24.985808,630,42.07,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,1596460.0,KRI,User_16,2023-12-29 11:30:00,file_access,Unknown,Unknown,1524,26,3,8545.0,21.55046826883511,6947,11.764,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer
ISSUE-0578,KEY-0578,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 8,Assignee 1,2024-02-21,2024-02-23 00:00:00.000000,2,51.42,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,1317824.0,KRI,User_59,2024-02-21 17:01:00,file_access,CANADA,UK,900,26,31,857.0,34.20262686899071,5761,15.283999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0579,KEY-0579,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Open,Reporter 5,Assignee 6,2024-03-30,2025-09-19 22:15:24.985808,538,15.46,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,573494.0,KRI,User_17,2024-03-30 14:10:00,login,DE,DE,1297,26,17,4694.0,41.538799868754936,4848,7.992000000000001,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0580,KEY-0580,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 1,Assignee 8,2024-04-13,2024-04-14 00:00:00.000000,1,38.29,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2158407.5,KPI,User_78,2024-04-13 01:14:00,data_modification,CANADA,CANADA,900,26,6,2685.0,44.445593412698486,4701,10.658,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0581,KEY-0581,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 6,Assignee 11,2023-06-28,2023-07-07 00:00:00.000000,9,20.57,Critical,Sales,Steps to resolve Insufficient Access Control Measures,2256582.5,KPI,User_70,2023-06-28 12:20:00,login,Unknown,Unknown,900,26,12,3580.0,65.61127107484788,5988,7.664,High,Flag for Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0582,KEY-0582,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,In Progress,Reporter 4,Assignee 4,2024-11-21,2025-09-19 22:15:24.985808,302,45.98,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,834735.0,KRI,User_96,2024-11-21 11:48:00,file_access,JP,JP,1076,26,18,1737.5,63.054221667157705,7715,13.645999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0583,KEY-0583,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 4,Assignee 19,2024-07-21,2024-07-28 00:00:00.000000,7,85.64,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2596505.0,KRI,User_81,2024-07-21 04:22:00,data_modification,CANADA,CANADA,900,26,10,4550.0,72.67667379231088,5424,22.478,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0584,KEY-0584,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 3,Assignee 19,2024-04-07,2025-09-19 22:15:24.985808,530,83.98,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,2419571.0,KPI,User_85,2024-04-07 19:18:00,login,Unknown,CN,900,26,17,1832.0,34.64192852715047,7057,21.846000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0585,KEY-0585,Supplier Security Compliance Gaps,1,Procurement Security,High,In Progress,Reporter 2,Assignee 16,2025-07-18,2025-09-19 22:15:24.985808,63,16.23,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,2783201.0,KPI,User_50,2025-07-18 01:56:00,login,AU,AU,1700,26,10,11054.0,49.75166399861449,5828,8.145999999999999,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer
ISSUE-0586,KEY-0586,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 5,Assignee 1,2024-12-08,2024-12-18 00:00:00.000000,10,35.69,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,2469635.0,KPI,User_94,2024-12-08 08:56:00,login,IN,IN,1207,30,9,7282.5,77.90264756670801,5201,11.437999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0587,KEY-0587,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 8,Assignee 14,2025-04-02,2025-04-11 00:00:00.000000,9,88.81,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1569455.0,KPI,User_70,2025-04-02 07:34:00,login,Unknown,Unknown,1101,26,15,4552.5,38.347299826570804,7252,21.312,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0588,KEY-0588,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 5,Assignee 11,2023-12-13,2023-12-17 00:00:00.000000,4,79.1,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2362632.5,KPI,User_14,2023-12-13 23:45:00,data_modification,IN,IN,1764,26,12,3795.0,39.60623777385642,5156,19.02,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0589,KEY-0589,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Open,Reporter 5,Assignee 2,2025-01-19,2025-09-19 22:15:24.985808,243,106.54,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2295410.0,KRI,User_79,2025-01-19 21:28:00,login,CANADA,CANADA,2211,26,3,3002.0,71.96868974812818,3908,26.658000000000005,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer
ISSUE-0590,KEY-0590,Inconsistent Review of Security Policies,1,Management Oversight,High,Open,Reporter 9,Assignee 13,2024-10-19,2025-09-19 22:15:24.985808,335,62.21,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,1177568.0,KPI,User_49,2024-10-19 14:48:00,data_modification,CANADA,CANADA,1160,31,10,4382.0,69.8320842063652,3133,17.492,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0591,KEY-0591,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 5,Assignee 19,2024-01-10,2024-01-11 00:00:00.000000,1,38.7,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2360015.0,KPI,User_59,2024-01-10 13:12:00,login,USA,USA,900,26,17,3719.0,36.88491192665831,5567,12.74,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0592,KEY-0592,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Resolved,Reporter 1,Assignee 9,2023-09-02,2023-09-05 00:00:00.000000,3,46.21,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,1185101.0,KRI,User_45,2023-09-02 23:03:00,file_access,EU,EU,900,26,13,2921.0,76.5659260619232,4744,14.392,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0593,KEY-0593,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 8,Assignee 5,2024-05-11,2024-05-15 00:00:00.000000,4,62.68,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,2441564.0,KRI,User_85,2024-05-11 10:52:00,file_access,CN,CN,900,26,13,824.0,48.254566801963584,4618,17.736,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0594,KEY-0594,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 8,Assignee 17,2025-05-18,2025-05-24 00:00:00.000000,6,2.0,Low,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,587162.5,KRI,User_13,2025-05-18 20:26:00,data_modification,CANADA,CANADA,900,26,6,2010.0,68.65063390786207,7784,2.7,Low,No Action Needed | Limit Data Transfer
ISSUE-0595,KEY-0595,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 2,Assignee 7,2024-01-25,2025-09-19 22:15:24.985808,603,77.36,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,997940.0,KRI,User_59,2024-01-25 00:03:00,file_access,JP,JP,900,26,9,3822.5,34.6590488950235,4194,18.872,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0596,KEY-0596,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 1,Assignee 15,2023-03-30,2025-09-19 22:15:24.985808,904,2.0,Low,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1544423.0,KRI,User_38,2023-03-30 14:35:00,file_access,CN,CN,1443,26,13,2642.0,42.23612566777818,4661,4.6,Medium,Increase Monitoring & Investigate | Limit Data Transfer
ISSUE-0597,KEY-0597,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Resolved,Reporter 4,Assignee 17,2024-07-03,2024-07-07 00:00:00.000000,4,72.46,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,2201057.5,KRI,User_15,2024-07-03 23:00:00,file_access,EU,Unknown,958,26,12,1530.0,34.322263910727706,4517,17.691999999999997,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer
ISSUE-0598,KEY-0598,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 5,Assignee 4,2025-03-07,2025-03-16 00:00:00.000000,9,97.29,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1112174.0,KPI,User_68,2025-03-07 12:58:00,data_modification,CANADA,CANADA,1642,26,13,7988.0,70.74497736692783,5721,25.008000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0599,KEY-0599,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 2,Assignee 12,2023-06-29,2023-06-30 00:00:00.000000,1,18.35,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1602062.0,KPI,User_76,2023-06-29 23:43:00,file_access,IN,IN,900,26,21,3671.0,75.50657271496577,4466,8.819999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer
ISSUE-0600,KEY-0600,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 9,Assignee 11,2023-11-02,2023-11-06 00:00:00.000000,4,88.73,Critical,IT,Steps to resolve Incomplete Risk Management Framework,2226563.0,KPI,User_88,2023-11-02 15:29:00,data_modification,UK,UK,1874,26,17,4490.0,50.20421959699131,3568,22.946,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer
ISSUE-0601,KEY-0601,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Open,Reporter 7,Assignee 2,2024-10-01,2025-09-19 22:15:24.985808,353,37.12,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,519557.0,KRI,User_22,2024-10-01 03:07:00,data_modification,EU,USA,900,26,17,1703.0,49.540470326149226,6476,12.473999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0602,KEY-0602,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 10,Assignee 16,2025-05-27,2025-05-29 00:00:00.000000,2,2.0,Low,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,1422467.5,KPI,User_71,2025-05-27 17:45:00,login,DE,DE,900,26,6,5017.5,69.17439127234245,4129,3.1,Low,Log for Reference | Limit Data Transfer
ISSUE-0603,KEY-0603,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 1,Assignee 12,2024-04-16,2025-09-19 22:15:24.985808,521,66.31,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,906497.0,KPI,User_46,2024-04-16 12:44:00,data_modification,AU,UK,2173,26,24,1451.0,77.15353527206713,7970,18.462000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer
ISSUE-0604,KEY-0604,Insufficient Access Control Measures,1,Control Effectiveness,Medium,In Progress,Reporter 8,Assignee 15,2025-01-27,2025-09-19 22:15:24.985808,235,2.0,Low,Finance,Steps to resolve Insufficient Access Control Measures,1116280.0,KPI,User_90,2025-01-27 10:30:00,file_access,CN,CN,1437,26,9,6640.0,62.8779527446522,4616,3.5000000000000004,Low,Log for Reference | Limit Data Transfer
ISSUE-0605,KEY-0605,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Open,Reporter 5,Assignee 12,2023-05-13,2025-09-19 22:15:24.985808,860,15.21,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,986080.0,KRI,User_49,2023-05-13 09:59:00,login,IN,IN,1028,26,27,3297.5,38.951529329940584,6101,7.342,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer
