Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0645,KEY-0645,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 6,Assignee 17,2024-08-31,2024-09-08 00:00:00.000000,8,62.04,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1519970.0,KPI,User_33,2024-08-31 01:57:00,data_modification,FR,FR,900,26,10,1343.0,18.908,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0646,KEY-0646,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Closed,Reporter 5,Assignee 17,2024-03-21,2024-03-25 00:00:00.000000,4,97.15,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,2703875.0,KRI,User_5,2024-03-21 23:20:00,data_modification,CN,CN,900,26,10,9179.0,25.130000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0647,KEY-0647,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 5,Assignee 14,2023-11-13,2024-12-31 22:33:01.735013,414,26.64,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,778412.0,KPI,User_75,2023-11-13 16:00:00,login,UK,UK,917,26,10,3884.0,11.828,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0648,KEY-0648,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,In Progress,Reporter 7,Assignee 11,2023-06-04,2024-12-31 22:33:01.735013,576,39.89,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,197847.5,KRI,User_60,2023-06-04 23:09:00,data_modification,UK,UK,1278,26,6,705.0,12.978000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0649,KEY-0649,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Resolved,Reporter 4,Assignee 11,2023-04-04,2023-04-05 00:00:00.000000,1,69.8,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,210835.0,KPI,User_89,2023-04-04 19:19:00,login,AU,Unknown,903,27,9,5685.0,17.660000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0650,KEY-0650,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 6,Assignee 12,2023-06-23,2024-12-31 22:33:01.735013,557,68.73,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,1170345.0,KPI,User_60,2023-06-23 09:24:00,login,DE,DE,900,26,15,972.5,17.846000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0651,KEY-0651,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Closed,Reporter 7,Assignee 14,2023-10-05,2023-10-07 00:00:00.000000,2,2.0,Low,HR,Steps to resolve Missing or Inaccurate Asset Records,1196186.0,KPI,User_50,2023-10-05 17:50:00,login,USA,USA,3002,31,17,1310.0,4.9,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0652,KEY-0652,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 10,Assignee 1,2023-07-05,2023-07-13 00:00:00.000000,8,93.44,Critical,C-Suite Executives,Steps to resolve Successful Phishing Attempt Targeting Executives,478070.0,KRI,User_7,2023-07-05 05:13:00,login,UK,DE,1320,26,12,6072.5,23.688,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0653,KEY-0653,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 1,Assignee 12,2024-10-17,2024-12-31 22:33:01.735013,75,103.52,Critical,C-Suite Executives,Steps to resolve Insufficient Access Control Measures,2382074.0,KPI,User_60,2024-10-17 23:56:00,login,UK,UK,900,26,21,2225.0,26.604,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0654,KEY-0654,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 9,Assignee 2,2023-10-16,2024-12-31 22:33:01.735013,442,12.9,Critical,Finance,Steps to resolve Outdated Operating System Components,1535440.0,KPI,User_32,2023-10-16 12:34:00,file_access,USA,USA,2006,26,15,6210.0,7.58,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0655,KEY-0655,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Closed,Reporter 9,Assignee 8,2024-03-17,2024-03-18 00:00:00.000000,1,3.97,Low,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2497544.0,KRI,User_17,2024-03-17 12:33:00,file_access,AU,CN,900,26,21,4391.0,5.294,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0656,KEY-0656,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 2,Assignee 19,2024-02-08,2024-12-31 22:33:01.735013,327,55.34,Critical,Operations,Steps to resolve Outdated Operating System Components,174134.0,KPI,User_84,2024-02-08 01:39:00,file_access,FR,FR,1418,26,17,761.0,16.968000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0657,KEY-0657,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Closed,Reporter 7,Assignee 15,2024-05-10,2024-05-18 00:00:00.000000,8,78.17,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,784556.0,KPI,User_24,2024-05-10 14:16:00,data_modification,EU,EU,1334,26,24,7715.0,22.134,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0658,KEY-0658,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 1,Assignee 12,2023-02-27,2023-02-28 00:00:00.000000,1,10.6,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2017163.0,KRI,User_50,2023-02-27 01:03:00,login,AU,AU,1852,26,28,752.0,7.619999999999999,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0659,KEY-0659,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 7,Assignee 17,2024-05-31,2024-12-31 22:33:01.735013,214,56.45,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2624576.0,KRI,User_4,2024-05-31 20:27:00,file_access,USA,USA,1189,26,10,10136.0,17.79,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0660,KEY-0660,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,In Progress,Reporter 6,Assignee 14,2023-05-02,2024-12-31 22:33:01.735013,609,83.2,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,688643.0,KRI,User_14,2023-05-02 12:11:00,data_modification,DE,DE,900,26,13,2921.0,23.14,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0661,KEY-0661,Inadequate Firewall Configurations,1,Network Security,Low,Open,Reporter 10,Assignee 10,2023-01-26,2024-12-31 22:33:01.735013,705,6.32,Medium,HR,Steps to resolve Inadequate Firewall Configurations,1327345.0,KPI,User_16,2023-01-26 16:26:00,data_modification,FR,FR,900,26,15,2085.0,4.364000000000001,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0662,KEY-0662,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,In Progress,Reporter 10,Assignee 19,2024-04-29,2024-12-31 22:33:01.735013,246,55.08,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,779647.5,KPI,User_38,2024-04-29 13:39:00,data_modification,UK,FR,1912,26,6,1937.5,16.016,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0663,KEY-0663,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 10,Assignee 15,2023-12-30,2024-01-08 00:00:00.000000,9,71.59,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1731727.5,KRI,User_99,2023-12-30 22:33:00,data_modification,USA,USA,930,26,6,2827.5,18.418,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0664,KEY-0664,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 10,Assignee 20,2023-04-26,2023-05-01 00:00:00.000000,5,58.23,Critical,IT,Steps to resolve Inadequate Firewall Configurations,1161655.0,KPI,User_46,2023-04-26 08:57:00,file_access,JP,JP,1400,26,15,4980.0,16.446,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0665,KEY-0665,Supplier Security Compliance Gaps,1,Procurement Security,High,Closed,Reporter 8,Assignee 2,2023-04-17,2023-04-27 00:00:00.000000,10,78.1,Critical,Operations,Steps to resolve Supplier Security Compliance Gaps,1724873.0,KPI,User_23,2023-04-17 00:28:00,data_modification,JP,JP,900,26,17,6539.0,21.52,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0666,KEY-0666,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Resolved,Reporter 9,Assignee 19,2023-05-28,2023-06-03 00:00:00.000000,6,17.45,Critical,Finance,Steps to resolve Insufficient Access Control Measures,941110.0,KPI,User_12,2023-05-28 21:20:00,data_modification,CANADA,CANADA,1765,30,18,775.0,8.29,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0667,KEY-0667,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 7,Assignee 9,2023-08-11,2024-12-31 22:33:01.735013,508,22.26,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1405875.0,KPI,User_90,2023-08-11 02:29:00,login,USA,USA,900,30,6,2677.5,8.552,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0668,KEY-0668,Supplier Security Compliance Gaps,1,Procurement Security,Low,Open,Reporter 7,Assignee 18,2024-06-22,2024-12-31 22:33:01.735013,192,2.0,Low,Operations,Steps to resolve Supplier Security Compliance Gaps,1260725.0,KPI,User_73,2024-06-22 02:17:00,file_access,USA,USA,1276,26,9,3607.5,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0669,KEY-0669,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 1,Assignee 9,2024-02-18,2024-12-31 22:33:01.735013,317,48.32,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,2596508.0,KPI,User_85,2024-02-18 09:55:00,login,UK,UK,900,26,17,2636.0,16.164,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0670,KEY-0670,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Resolved,Reporter 2,Assignee 7,2024-09-21,2024-09-24 00:00:00.000000,3,110.89,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,2201530.0,KRI,User_66,2024-09-21 13:57:00,login,USA,USA,900,26,18,1740.0,26.778000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0671,KEY-0671,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 5,Assignee 18,2024-05-15,2024-12-31 22:33:01.735013,230,30.64,Critical,Sales,Steps to resolve Insufficient Access Control Measures,1464545.0,KPI,User_21,2024-05-15 03:29:00,data_modification,DE,DE,2297,26,13,3149.0,12.628,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0672,KEY-0672,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 10,Assignee 1,2023-04-14,2023-04-24 00:00:00.000000,10,66.07,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,769790.0,KPI,User_16,2023-04-14 16:59:00,file_access,UK,UK,900,26,10,3422.0,19.113999999999997,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0673,KEY-0673,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Resolved,Reporter 6,Assignee 15,2024-04-10,2024-04-19 00:00:00.000000,9,93.16,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,483720.0,KRI,User_75,2024-04-10 19:53:00,login,Unknown,Unknown,900,26,9,3140.0,23.632,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0674,KEY-0674,Outdated Operating System Components,1,System Vulnerability,Medium,In Progress,Reporter 6,Assignee 19,2024-02-25,2024-12-31 22:33:01.735013,310,56.92,Critical,Finance,Steps to resolve Outdated Operating System Components,1089020.0,KPI,User_10,2024-02-25 02:02:00,data_modification,AU,USA,1837,26,12,4545.0,16.384,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0675,KEY-0675,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 3,Assignee 8,2023-09-14,2024-12-31 22:33:01.735013,474,72.08,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1454657.0,KRI,User_16,2023-09-14 05:40:00,file_access,USA,CANADA,1223,26,21,3482.0,20.916,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0676,KEY-0676,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 4,Assignee 19,2023-07-22,2024-12-31 22:33:01.735013,528,20.94,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,765887.5,KRI,User_9,2023-07-22 10:53:00,file_access,USA,USA,900,26,15,3622.5,8.288,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0677,KEY-0677,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 4,Assignee 7,2024-07-12,2024-12-31 22:33:01.735013,172,63.88,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,855815.0,KRI,User_24,2024-07-12 03:06:00,file_access,EU,EU,900,26,12,2067.5,17.776000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0678,KEY-0678,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 10,Assignee 11,2023-12-01,2024-12-31 22:33:01.735013,396,2.82,Low,Legal,Steps to resolve Weak Authentication Protocols,551594.0,KPI,User_74,2023-12-01 23:03:00,login,EU,EU,1860,39,10,4976.0,4.864,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0679,KEY-0679,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 9,Assignee 3,2024-08-31,2024-09-04 00:00:00.000000,4,28.14,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,372172.5,KPI,User_26,2024-08-31 23:20:00,file_access,Unknown,Unknown,1628,26,6,3215.0,9.528,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0680,KEY-0680,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Open,Reporter 4,Assignee 2,2024-09-18,2024-12-31 22:33:01.735013,104,50.4,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1738979.0,KRI,User_64,2024-09-18 05:51:00,data_modification,Unknown,Unknown,1162,26,21,12968.0,16.58,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0681,KEY-0681,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 1,Assignee 3,2024-08-05,2024-12-31 22:33:01.735013,148,84.75,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1971515.0,KPI,User_43,2024-08-05 01:57:00,data_modification,CANADA,CANADA,900,26,12,2282.5,21.05,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0682,KEY-0682,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 7,Assignee 17,2024-12-27,2025-01-01 00:00:00.000000,5,65.29,Critical,Finance,Steps to resolve Insufficient Access Control Measures,388967.5,KPI,User_6,2024-12-27 13:10:00,login,UK,UK,900,26,15,1255.0,17.858,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0683,KEY-0683,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 8,Assignee 15,2024-06-12,2024-12-31 22:33:01.735013,202,70.05,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,722020.0,KPI,User_62,2024-06-12 17:42:00,login,USA,USA,900,26,9,1400.0,18.11,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0684,KEY-0684,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Open,Reporter 7,Assignee 2,2023-10-20,2024-12-31 22:33:01.735013,438,2.0,Low,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,588990.0,KRI,User_60,2023-10-20 01:23:00,data_modification,AU,AU,1267,26,6,885.0,3.8,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0685,KEY-0685,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Open,Reporter 7,Assignee 17,2023-11-14,2024-12-31 22:33:01.735013,413,56.23,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1852932.5,KRI,User_20,2023-11-14 13:53:00,login,JP,JP,900,26,9,4605.0,15.346,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0686,KEY-0686,Weak Authentication Protocols,1,Access Control,High,Closed,Reporter 10,Assignee 17,2024-01-27,2024-02-02 00:00:00.000000,6,75.94,Critical,Legal,Steps to resolve Weak Authentication Protocols,1621847.0,KPI,User_59,2024-01-27 18:21:00,login,IN,IN,1639,26,13,992.0,20.888,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0687,KEY-0687,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 6,Assignee 18,2024-07-25,2024-12-31 22:33:01.735013,159,33.51,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2671445.0,KPI,User_13,2024-07-25 05:20:00,file_access,Unknown,Unknown,1041,49,21,1883.0,12.602,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0688,KEY-0688,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Open,Reporter 1,Assignee 7,2024-05-19,2024-12-31 22:33:01.735013,226,25.58,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,1150995.0,KRI,User_43,2024-05-19 00:22:00,file_access,CANADA,CANADA,1102,26,6,1930.0,10.116,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0689,KEY-0689,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,In Progress,Reporter 6,Assignee 11,2023-10-06,2024-12-31 22:33:01.735013,452,47.75,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1316355.0,KPI,User_62,2023-10-06 12:04:00,data_modification,FR,FR,1702,26,12,2292.5,13.65,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0690,KEY-0690,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 10,Assignee 5,2024-11-02,2024-11-06 00:00:00.000000,4,23.67,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,204011.0,KRI,User_21,2024-11-02 07:11:00,data_modification,JP,CANADA,1346,26,17,4769.0,10.434000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0691,KEY-0691,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 2,Assignee 16,2023-04-17,2024-12-31 22:33:01.735013,624,56.99,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,1120106.0,KPI,User_80,2023-04-17 05:02:00,login,CN,CN,900,26,13,3245.0,17.298000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0692,KEY-0692,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 2,Assignee 20,2024-04-12,2024-04-20 00:00:00.000000,8,2.0,Low,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,251837.0,KRI,User_25,2024-04-12 22:21:00,file_access,CN,CN,1290,28,13,1487.0,4.699999999999999,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0693,KEY-0693,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Resolved,Reporter 7,Assignee 13,2024-10-03,2024-10-05 00:00:00.000000,2,38.52,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,203738.0,KRI,User_14,2024-10-03 09:44:00,data_modification,AU,AU,970,28,6,1028.0,13.204,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0694,KEY-0694,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 2,Assignee 7,2023-03-06,2024-12-31 22:33:01.735013,666,26.23,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2706347.0,KRI,User_9,2023-03-06 13:18:00,login,AU,AU,900,35,24,1304.0,11.146,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0695,KEY-0695,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,In Progress,Reporter 4,Assignee 19,2024-06-05,2024-12-31 22:33:01.735013,209,53.79,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,2191880.0,KRI,User_53,2024-06-05 11:10:00,file_access,UK,CN,1757,26,6,767.0,16.658,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0696,KEY-0696,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Resolved,Reporter 7,Assignee 9,2023-06-20,2023-06-21 00:00:00.000000,1,36.9,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,1503065.0,KPI,User_86,2023-06-20 15:20:00,login,UK,UK,900,26,21,1947.5,11.979999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0697,KEY-0697,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 3,Assignee 6,2024-01-13,2024-12-31 22:33:01.735013,353,67.55,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,1052867.0,KPI,User_14,2024-01-13 15:52:00,data_modification,CN,CN,1315,26,31,1715.0,19.41,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0698,KEY-0698,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Resolved,Reporter 9,Assignee 14,2023-04-21,2023-04-22 00:00:00.000000,1,2.0,Low,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1443944.0,KPI,User_75,2023-04-21 02:51:00,data_modification,USA,USA,1752,26,10,5444.0,4.3,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0699,KEY-0699,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 5,Assignee 4,2024-06-23,2024-07-02 00:00:00.000000,9,39.3,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,1116230.0,KRI,User_58,2024-06-23 06:03:00,login,UK,EU,900,39,17,6020.0,14.36,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0700,KEY-0700,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 5,Assignee 9,2023-04-19,2024-12-31 22:33:01.735013,622,22.59,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,1637603.0,KPI,User_22,2023-04-19 06:54:00,data_modification,USA,USA,1252,26,17,17762.0,10.418,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0701,KEY-0701,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 2,Assignee 17,2024-11-08,2024-11-17 00:00:00.000000,9,117.81,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,180566.0,KPI,User_91,2024-11-08 09:04:00,data_modification,AU,AU,900,26,21,2051.0,29.462,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0702,KEY-0702,Weak Authentication Protocols,1,Access Control,Medium,Resolved,Reporter 10,Assignee 14,2023-03-06,2023-03-10 00:00:00.000000,4,78.86,Critical,Legal,Steps to resolve Weak Authentication Protocols,1224315.0,KPI,User_61,2023-03-06 11:24:00,login,CN,CN,1348,26,12,1962.5,20.572,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0703,KEY-0703,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Resolved,Reporter 8,Assignee 3,2024-11-27,2024-12-07 00:00:00.000000,10,9.24,High,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,1026359.0,KRI,User_21,2024-11-27 04:35:00,login,Unknown,JP,2082,42,13,5651.0,7.948,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0704,KEY-0704,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 6,Assignee 1,2024-09-17,2024-12-31 22:33:01.735013,105,33.48,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,535274.0,KPI,User_65,2024-09-17 09:02:00,data_modification,USA,USA,2474,26,21,12845.0,13.196,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0705,KEY-0705,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 9,Assignee 1,2023-05-04,2024-12-31 22:33:01.735013,607,101.94,Critical,Legal,Steps to resolve Outdated Operating System Components,2870891.0,KPI,User_90,2023-05-04 01:44:00,file_access,AU,AU,900,26,24,14330.0,26.288,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
