Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0243,KEY-0243,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 4,Assignee 12,2024-08-13,2024-08-18 00:00:00.000000,5,18.71,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,2072597.5,KRI,User_23,2024-08-13 12:50:00,login,EU,EU,3026,26,15,2122.5,76.13345947276079,6546,7.992,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0244,KEY-0244,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 10,Assignee 2,2025-05-06,2025-05-09 00:00:00.000000,3,66.05,Critical,C-Suite Executives,Steps to resolve Successful Phishing Attempt Targeting Executives,1978965.0,KRI,User_2,2025-05-06 07:08:00,login,CANADA,CANADA,1277,26,18,2587.5,76.03937632488538,3285,17.110000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0245,KEY-0245,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 8,Assignee 2,2025-02-20,2025-02-27 00:00:00.000000,7,2.0,Low,IT,Steps to resolve Non-Compliance with Data Protection Regulations,1500257.5,KRI,User_79,2025-02-20 14:56:00,login,AU,AU,900,26,6,4375.0,20.536177944780704,3736,3.1500000000000004,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0246,KEY-0246,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 6,Assignee 1,2023-01-16,2023-01-18 00:00:00.000000,2,65.98,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1675002.5,KRI,User_99,2023-01-16 19:34:00,login,JP,JP,2343,26,12,3477.5,33.54187533704859,4327,16.946,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0247,KEY-0247,Detected Malware Infiltration in Internal Systems,1,Malware,Low,In Progress,Reporter 4,Assignee 17,2024-03-20,2025-09-19 22:15:24.985808,548,11.54,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1862650.0,KRI,User_46,2024-03-20 14:04:00,data_modification,AU,AU,1653,26,9,1192.5,67.16034432612047,6068,6.007999999999999,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0248,KEY-0248,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 9,Assignee 8,2025-05-14,2025-05-17 00:00:00.000000,3,81.2,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,774860.0,KRI,User_38,2025-05-14 00:22:00,file_access,CN,CN,900,26,9,3165.0,42.32673135384554,7345,19.390000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0249,KEY-0249,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Open,Reporter 2,Assignee 5,2024-09-12,2025-09-19 22:15:24.985808,372,67.86,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,933857.5,KRI,User_81,2024-09-12 15:48:00,file_access,AU,AU,1044,26,12,1275.0,39.37774488529794,4897,17.722,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0250,KEY-0250,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 4,Assignee 15,2023-10-01,2025-09-19 22:15:24.985808,719,34.58,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,840237.5,KRI,User_99,2023-10-01 09:05:00,login,USA,USA,2514,27,6,1297.5,45.03105623112974,3817,10.315999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0251,KEY-0251,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 10,Assignee 2,2024-09-18,2025-09-19 22:15:24.985808,366,73.85,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,1621817.5,KRI,User_46,2024-09-18 23:26:00,data_modification,IN,UK,1505,26,15,1440.0,60.443082327839306,5586,18.32,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0252,KEY-0252,Inconsistent Review of Security Policies,1,Management Oversight,High,Closed,Reporter 6,Assignee 9,2023-07-15,2023-07-21 00:00:00.000000,6,2.0,Low,HR,Steps to resolve Inconsistent Review of Security Policies,1556951.0,KPI,User_52,2023-07-15 05:02:00,login,AU,AU,900,26,3,941.0,33.207435145445345,7247,3.85,Low,Routine Monitoring | Limit Data Transfer,Light Yellow
ISSUE-0253,KEY-0253,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Closed,Reporter 10,Assignee 18,2025-03-21,2025-03-28 00:00:00.000000,7,50.83,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2248205.0,KPI,User_79,2025-03-21 11:10:00,login,Unknown,Unknown,1637,26,12,922.5,41.05161600215759,7499,13.516,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0254,KEY-0254,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,In Progress,Reporter 6,Assignee 20,2023-12-05,2025-09-19 22:15:24.985808,654,33.83,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,1587236.0,KRI,User_22,2023-12-05 22:25:00,login,CN,CN,1619,31,21,1424.0,38.48718326624314,7261,11.815999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0255,KEY-0255,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Resolved,Reporter 4,Assignee 18,2025-03-10,2025-03-11 00:00:00.000000,1,3.51,Low,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,895422.5,KPI,User_85,2025-03-10 21:04:00,login,EU,EU,900,26,12,4937.5,59.1603910188419,6977,3.402,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0256,KEY-0256,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 1,Assignee 18,2024-11-16,2025-09-19 22:15:24.985808,307,87.68,Critical,Finance,Steps to resolve Insufficient Access Control Measures,231380.0,KPI,User_7,2024-11-16 03:27:00,file_access,Unknown,Unknown,2390,26,9,6215.0,42.82876012505831,5395,20.936,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0257,KEY-0257,Inconsistent Review of Security Policies,1,Management Oversight,High,Closed,Reporter 10,Assignee 19,2024-06-14,2024-06-20 00:00:00.000000,6,24.24,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,2295338.0,KPI,User_17,2024-06-14 18:47:00,data_modification,AU,AU,900,28,10,743.0,64.85599359968441,4171,9.697999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0258,KEY-0258,Weak Authentication Protocols,1,Access Control,High,In Progress,Reporter 8,Assignee 14,2024-07-25,2025-09-19 22:15:24.985808,421,51.1,Critical,Legal,Steps to resolve Weak Authentication Protocols,2774153.0,KPI,User_35,2024-07-25 05:48:00,data_modification,CN,CN,940,26,10,1454.0,59.22561555404438,6016,15.27,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0259,KEY-0259,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Open,Reporter 9,Assignee 12,2024-09-11,2025-09-19 22:15:24.985808,373,20.54,Critical,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,2119406.0,KPI,User_66,2024-09-11 19:48:00,data_modification,AU,IN,900,26,10,1979.0,39.69311286650622,7397,9.658,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0260,KEY-0260,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 8,Assignee 6,2023-02-12,2023-02-17 00:00:00.000000,5,28.96,Critical,HR,Steps to resolve Incomplete Risk Management Framework,2137031.0,KPI,User_32,2023-02-12 20:36:00,file_access,AU,AU,1190,46,17,6830.0,40.90547816686532,5289,10.492,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0261,KEY-0261,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Resolved,Reporter 4,Assignee 6,2025-05-19,2025-05-27 00:00:00.000000,8,64.15,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,1210827.5,KRI,User_12,2025-05-19 13:49:00,login,CN,CN,900,27,15,2767.5,54.194644808198476,5815,16.23,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0262,KEY-0262,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 6,Assignee 7,2023-04-15,2025-09-19 22:15:24.985808,888,44.84,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1297682.0,KPI,User_55,2023-04-15 06:09:00,data_modification,AU,AU,900,26,24,2228.0,46.887725268809405,4107,14.368,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0263,KEY-0263,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 10,Assignee 20,2023-06-05,2023-06-06 00:00:00.000000,1,22.99,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,535065.0,KPI,User_39,2023-06-05 08:30:00,file_access,UK,AU,1102,26,21,4847.5,49.874433909599176,3732,7.598,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0264,KEY-0264,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,In Progress,Reporter 5,Assignee 16,2023-03-02,2025-09-19 22:15:24.985808,932,58.51,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,328277.5,KRI,User_4,2023-03-02 08:41:00,login,JP,JP,900,26,6,7357.5,36.01498583819443,4623,15.851999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0265,KEY-0265,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,In Progress,Reporter 1,Assignee 14,2024-12-19,2025-09-19 22:15:24.985808,274,40.02,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,1400294.0,KRI,User_32,2024-12-19 02:37:00,data_modification,EU,EU,900,26,3,3227.0,77.52668728849352,7776,13.004000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red
ISSUE-0266,KEY-0266,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 10,Assignee 7,2023-01-02,2023-01-04 00:00:00.000000,2,59.33,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,821152.5,KRI,User_73,2023-01-02 00:16:00,file_access,FR,FR,1047,26,9,7355.0,72.66955084057761,7167,15.915999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0267,KEY-0267,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Open,Reporter 6,Assignee 14,2024-12-22,2025-09-19 22:15:24.985808,271,13.09,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,2116583.0,KRI,User_91,2024-12-22 06:47:00,file_access,USA,USA,907,26,17,5783.0,56.5607122257983,3270,8.018,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0268,KEY-0268,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 6,Assignee 11,2023-04-21,2025-09-19 22:15:24.985808,882,79.58,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,1931438.0,KPI,User_57,2023-04-21 15:07:00,login,CANADA,FR,900,26,13,3329.0,51.83365873341431,6117,20.966,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0269,KEY-0269,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Open,Reporter 10,Assignee 16,2023-02-26,2025-09-19 22:15:24.985808,936,47.46,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,2869286.0,KRI,User_1,2023-02-26 09:11:00,login,CN,CANADA,900,31,17,5417.0,69.06715107506882,5569,14.542,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0270,KEY-0270,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 2,Assignee 4,2024-10-14,2024-10-15 00:00:00.000000,1,62.25,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,1932530.0,KPI,User_48,2024-10-14 08:45:00,file_access,JP,JP,1493,31,17,2207.0,27.282511336775013,5090,16.95,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0271,KEY-0271,Supplier Security Compliance Gaps,1,Procurement Security,Low,Resolved,Reporter 4,Assignee 3,2023-04-16,2023-04-22 00:00:00.000000,6,59.14,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,465140.0,KPI,User_2,2023-04-16 07:35:00,data_modification,Unknown,Unknown,2550,26,18,2072.5,44.438261800551544,3848,15.028,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0272,KEY-0272,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 10,Assignee 12,2023-05-17,2023-05-19 00:00:00.000000,2,55.04,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,730470.0,KRI,User_77,2023-05-17 13:00:00,data_modification,AU,CN,2451,26,12,912.5,27.617885102653048,6896,14.908,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0273,KEY-0273,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 9,Assignee 13,2025-01-25,2025-09-19 22:15:24.985808,237,28.95,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1411997.5,KRI,User_67,2025-01-25 05:03:00,file_access,AU,AU,2402,30,12,3085.0,55.74174056011616,6660,10.089999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0274,KEY-0274,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 2,Assignee 5,2023-06-24,2023-07-01 00:00:00.000000,7,64.18,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2214387.5,KRI,User_18,2023-06-24 08:56:00,login,UK,UK,1556,26,3,1552.5,42.452722260985716,7822,15.986000000000002,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0275,KEY-0275,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Resolved,Reporter 6,Assignee 17,2024-01-03,2024-01-06 00:00:00.000000,3,2.0,Low,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1677857.0,KRI,User_20,2024-01-03 17:59:00,file_access,CN,CN,900,26,6,1019.0,58.39379804845566,4942,3.7,Low,Routine Monitoring | Limit Data Transfer,Light Yellow
ISSUE-0276,KEY-0276,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Resolved,Reporter 5,Assignee 5,2024-05-20,2024-05-27 00:00:00.000000,7,37.23,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2110799.0,KRI,User_9,2024-05-20 16:14:00,data_modification,FR,FR,900,26,13,1541.0,37.54365511709068,6734,12.296,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0277,KEY-0277,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 4,Assignee 10,2024-08-17,2024-08-23 00:00:00.000000,6,2.0,Low,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1157885.0,KRI,User_50,2024-08-17 04:47:00,login,AU,AU,2641,26,13,4151.0,54.98259197402838,5849,3.9000000000000004,Low,Routine Monitoring | Limit Data Transfer,Light Yellow
ISSUE-0278,KEY-0278,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 3,Assignee 17,2025-06-05,2025-09-19 22:15:24.985808,106,5.12,Medium,Legal,Steps to resolve Inadequate Firewall Configurations,1508909.0,KPI,User_78,2025-06-05 18:54:00,file_access,CN,JP,900,26,6,1451.0,71.6542074750283,7628,5.973999999999999,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0279,KEY-0279,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 10,Assignee 7,2023-01-24,2025-09-19 22:15:24.985808,969,53.96,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,2400542.0,KPI,User_74,2023-01-24 15:09:00,file_access,FR,FR,900,26,17,896.0,71.73388875494608,7418,15.992,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0280,KEY-0280,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 2,Assignee 2,2025-08-17,2025-08-25 00:00:00.000000,8,74.62,Critical,HR,Steps to resolve Insufficient Access Control Measures,2335675.0,KPI,User_88,2025-08-17 01:21:00,login,CN,CN,1505,26,12,6097.5,35.72376038427885,3402,18.323999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0281,KEY-0281,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 3,Assignee 20,2024-09-03,2025-09-19 22:15:24.985808,381,32.82,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2873054.0,KRI,User_82,2024-09-03 13:51:00,file_access,JP,EU,2827,26,6,1553.0,26.69501079370454,5161,11.963999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0282,KEY-0282,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 9,Assignee 1,2023-06-12,2023-06-15 00:00:00.000000,3,57.73,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1493317.5,KPI,User_73,2023-06-12 03:23:00,file_access,AU,AU,900,26,3,730.0,72.14411020610989,4871,14.495999999999999,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0283,KEY-0283,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 8,Assignee 16,2023-04-01,2023-04-11 00:00:00.000000,10,55.76,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,313357.5,KPI,User_16,2023-04-01 19:37:00,file_access,CN,DE,900,26,21,3325.0,38.86031457796085,5560,14.552,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0284,KEY-0284,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 6,Assignee 2,2025-01-14,2025-09-19 22:15:24.985808,248,109.6,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1210463.0,KRI,User_39,2025-01-14 06:07:00,login,CN,CN,1002,26,10,2612.0,30.1958947680165,4842,27.32,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0285,KEY-0285,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 9,Assignee 1,2023-01-19,2025-09-19 22:15:24.985808,974,48.94,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,623305.0,KRI,User_83,2023-01-19 22:23:00,file_access,USA,USA,900,33,24,1985.0,37.71104279282238,3176,13.937999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0286,KEY-0286,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 2,Assignee 7,2025-03-07,2025-03-13 00:00:00.000000,6,35.91,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,936248.0,KRI,User_15,2025-03-07 07:11:00,login,CANADA,CANADA,1315,31,6,3866.0,68.25640829166778,6114,12.181999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0287,KEY-0287,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 5,Assignee 5,2024-06-27,2025-09-19 22:15:24.985808,449,2.0,Low,HR,Steps to resolve Inconsistent Review of Security Policies,1259305.0,KPI,User_67,2024-06-27 06:14:00,file_access,FR,FR,900,27,6,2165.0,43.58258030729198,7363,3.5000000000000004,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0288,KEY-0288,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 2,Assignee 10,2024-12-19,2025-09-19 22:15:24.985808,274,58.23,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,2150540.0,KRI,User_69,2024-12-19 06:20:00,file_access,UK,UK,1434,26,9,727.5,46.02128578589348,3988,15.046,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0289,KEY-0289,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,In Progress,Reporter 2,Assignee 10,2025-01-04,2025-09-19 22:15:24.985808,258,47.56,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,386876.0,KPI,User_100,2025-01-04 20:59:00,data_modification,CN,CN,1183,26,6,1142.0,69.02271352331236,7768,15.212,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0290,KEY-0290,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 5,Assignee 13,2025-04-19,2025-09-19 22:15:24.985808,153,116.69,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1374428.0,KRI,User_21,2025-04-19 11:07:00,login,FR,FR,900,26,28,3074.0,38.25343254716084,6873,28.888,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0291,KEY-0291,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 5,Assignee 5,2024-01-03,2025-09-19 22:15:24.985808,625,31.58,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,564572.0,KPI,User_77,2024-01-03 09:32:00,login,EU,UK,900,31,10,2783.0,37.23395162309339,7770,11.365999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0292,KEY-0292,Outdated Operating System Components,1,System Vulnerability,Medium,In Progress,Reporter 2,Assignee 14,2024-03-26,2025-09-19 22:15:24.985808,542,2.0,Low,External Contractors,Steps to resolve Outdated Operating System Components,943937.5,KPI,User_69,2024-03-26 16:56:00,login,EU,EU,900,26,15,2045.0,64.43392116386208,4628,3.5000000000000004,Low,Log for Reference | Limit Data Transfer,Green-Yellow
ISSUE-0293,KEY-0293,Detected Malware Infiltration in Internal Systems,1,Malware,High,In Progress,Reporter 7,Assignee 5,2025-08-30,2025-09-19 22:15:24.985808,20,42.12,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1420661.0,KRI,User_6,2025-08-30 11:36:00,file_access,AU,AU,2209,26,17,7427.0,45.86859608280138,5537,13.323999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0294,KEY-0294,Weak Authentication Protocols,1,Access Control,Critical,Closed,Reporter 1,Assignee 20,2024-01-24,2024-02-03 00:00:00.000000,10,44.75,Critical,IT,Steps to resolve Weak Authentication Protocols,1328468.0,KPI,User_35,2024-01-24 11:00:00,file_access,CANADA,CANADA,3134,26,17,1154.0,20.902990416217094,4502,14.35,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0295,KEY-0295,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 3,Assignee 10,2025-01-21,2025-01-25 00:00:00.000000,4,21.5,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2054534.0,KRI,User_81,2025-01-21 19:58:00,login,FR,FR,1952,26,6,899.0,58.8598031028397,4743,9.5,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0296,KEY-0296,Supplier Security Compliance Gaps,1,Procurement Security,Low,Closed,Reporter 3,Assignee 16,2024-05-19,2024-05-24 00:00:00.000000,5,46.49,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,612537.5,KPI,User_18,2024-05-19 18:55:00,login,USA,USA,900,26,18,2062.5,62.63981310709187,5211,12.648,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0297,KEY-0297,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 6,Assignee 16,2025-03-01,2025-03-07 00:00:00.000000,6,54.5,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1099490.0,KRI,User_73,2025-03-01 19:17:00,file_access,FR,Unknown,1613,33,27,3410.0,41.34940280658539,5900,14.85,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0298,KEY-0298,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Closed,Reporter 5,Assignee 11,2024-09-23,2024-10-03 00:00:00.000000,10,15.99,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2900846.0,KRI,User_75,2024-09-23 09:45:00,login,CN,DE,2785,26,13,2435.0,31.858552619468504,4400,8.597999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0299,KEY-0299,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,In Progress,Reporter 10,Assignee 9,2025-01-07,2025-09-19 22:15:24.985808,255,73.45,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,1983251.0,KRI,User_61,2025-01-07 01:52:00,data_modification,JP,AU,900,26,10,8048.0,74.6865739910787,6944,20.390000000000004,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0300,KEY-0300,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,In Progress,Reporter 4,Assignee 9,2025-08-22,2025-09-19 22:15:24.985808,28,48.14,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1273540.0,KPI,User_18,2025-08-22 01:25:00,data_modification,Unknown,Unknown,900,26,15,6877.5,67.25897065886537,6303,14.078,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
