Issue ID,Issue Key,Issue Name,Category,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Age Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Severity,Num Files Accessed,Login Attempts,Session Duration in Second,Data Transfer MB
ISSUE-0881,KEY-0881,Unassessed High-Risk Areas,Risk Assessment Coverage,Resolved,Reporter 5,Assignee 14,2024-09-27,2024-09-29 00:00:00.000000,2,111.02,Critical,Legal,Steps to resolve Unassessed High-Risk Areas,1969175.0,KPI,User_5,2024-09-27 07:31:00,file_access,['USA'],UK,Critical,26,3,900,983.0
ISSUE-0882,KEY-0882,Unusual Data Access from External Locations,Data Leak,Closed,Reporter 5,Assignee 12,2023-12-13,2023-12-15 00:00:00.000000,2,148.91,Critical,Sales,Steps to resolve Unusual Data Access from External Locations,786988.0,KRI,User_13,2023-12-13 14:49:00,login,['AU'],['AU'],High,26,10,1247,2159.0
ISSUE-0883,KEY-0883,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 10,Assignee 12,2024-09-15,2024-09-23 00:00:00.000000,8,39.43,Critical,Operations,Steps to resolve Weak Access Controls on Critical Cloud Resources,3587440.0,KRI,User_88,2024-09-15 16:49:00,file_access,['AU'],USA,Critical,26,21,1912,1202.0
ISSUE-0884,KEY-0884,High Frequency of Policy Violations,Management Oversight,Closed,Reporter 3,Assignee 8,2023-02-24,2023-02-27 00:00:00.000000,3,203.07,Critical,Operations,Steps to resolve High Frequency of Policy Violations,3925655.0,KPI,User_18,2023-02-24 13:05:00,login,['JP'],['JP'],Critical,26,10,900,5546.0
ISSUE-0885,KEY-0885,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 8,Assignee 2,2023-11-12,2024-11-07 19:53:43.863851,361,124.79,Critical,Legal,Steps to resolve Weak Access Controls on Critical Cloud Resources,5774320.0,KRI,User_19,2023-11-12 22:09:00,file_access,['EU'],Unknown,High,26,13,900,3749.0
ISSUE-0886,KEY-0886,Spike in Unauthorized Access Attempts,Unauthorized Access,In Progress,Reporter 4,Assignee 16,2024-08-19,2024-11-07 19:53:43.863851,80,170.32,Critical,IT,Steps to resolve Spike in Unauthorized Access Attempts,5674678.0,KRI,User_62,2024-08-19 16:27:00,data_modification,['IN'],EU,High,26,28,900,4382.0
ISSUE-0887,KEY-0887,Malware Detected in Core System Components,Malware,Closed,Reporter 8,Assignee 11,2023-03-01,2023-03-05 00:00:00.000000,4,153.14,Critical,Sales,Steps to resolve Malware Detected in Core System Components,3488830.0,KRI,User_6,2023-03-01 20:48:00,login,['JP'],DE,High,26,13,900,1805.0
ISSUE-0888,KEY-0888,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,In Progress,Reporter 5,Assignee 17,2023-09-06,2024-11-07 19:53:43.863851,428,0.0,Low,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,3519358.0,KRI,User_17,2023-09-06 16:56:00,file_access,['USA'],EU,Medium,30,15,1518,2852.5
ISSUE-0889,KEY-0889,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 7,Assignee 3,2024-08-05,2024-08-10 00:00:00.000000,5,133.91,Critical,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1013315.0,KRI,User_81,2024-08-05 06:25:00,login,['USA'],EU,High,28,10,1903,1277.0
ISSUE-0890,KEY-0890,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 5,Assignee 18,2023-09-08,2023-09-12 00:00:00.000000,4,130.21,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,4623540.0,KPI,User_22,2023-09-08 01:15:00,data_modification,['UK'],FR,Low,26,18,1713,6622.5
ISSUE-0891,KEY-0891,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 9,Assignee 2,2024-04-12,2024-11-07 19:53:43.863851,209,0.0,Low,HR,Steps to resolve Unassessed High-Risk Areas,2467665.0,KPI,User_92,2024-04-12 16:15:00,data_modification,['EU'],EU,Critical,26,21,900,9410.0
ISSUE-0892,KEY-0892,High Frequency of Policy Violations,Management Oversight,Resolved,Reporter 9,Assignee 13,2023-11-28,2023-12-01 00:00:00.000000,3,207.54,Critical,IT,Steps to resolve High Frequency of Policy Violations,3882526.0,KPI,User_29,2023-11-28 12:40:00,data_modification,['JP'],AU,Low,26,6,900,4425.0
ISSUE-0893,KEY-0893,Significant Number of Untracked Devices,Asset Inventory Accuracy,Resolved,Reporter 10,Assignee 14,2024-04-26,2024-05-01 00:00:00.000000,5,101.48,Critical,Legal,Steps to resolve Significant Number of Untracked Devices,2921386.0,KPI,User_28,2024-04-26 08:46:00,file_access,['JP'],USA,Critical,26,10,1154,1376.0
ISSUE-0894,KEY-0894,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 1,Assignee 14,2024-04-07,2024-04-13 00:00:00.000000,6,130.24,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1223030.0,KRI,User_69,2024-04-07 20:31:00,file_access,['DE'],USA,Critical,26,10,900,5489.0
ISSUE-0895,KEY-0895,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 9,Assignee 6,2024-10-26,2024-11-04 00:00:00.000000,9,107.28,Critical,IT,Steps to resolve Unusual Data Transfer Volumes Detected,5276128.0,KRI,User_61,2024-10-26 16:43:00,file_access,['CANADA'],CANADA,High,26,10,1523,2771.0
ISSUE-0896,KEY-0896,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 5,Assignee 3,2024-08-12,2024-08-17 00:00:00.000000,5,101.96,Critical,IT,Steps to resolve Weak Access Controls on Critical Cloud Resources,1595458.0,KRI,User_81,2024-08-12 04:24:00,data_modification,['CANADA'],CN,Medium,26,12,1579,6877.5
ISSUE-0897,KEY-0897,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 2,Assignee 14,2023-05-28,2024-11-07 19:53:43.863851,529,192.5,Critical,IT,Steps to resolve Unassessed High-Risk Areas,1535080.0,KPI,User_63,2023-05-28 11:12:00,file_access,['AU'],JP,Critical,26,13,1606,8744.0
ISSUE-0898,KEY-0898,High Frequency of Policy Violations,Management Oversight,In Progress,Reporter 10,Assignee 15,2023-09-02,2024-11-07 19:53:43.863851,432,63.98,Critical,Sales,Steps to resolve High Frequency of Policy Violations,2500648.0,KPI,User_37,2023-09-02 16:03:00,file_access,['DE'],IN,High,26,6,1996,2819.0
ISSUE-0899,KEY-0899,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,In Progress,Reporter 10,Assignee 15,2024-06-27,2024-11-07 19:53:43.863851,133,59.6,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,4490290.0,KRI,User_87,2024-06-27 02:14:00,login,['AU'],CANADA,Critical,26,3,1086,7148.0
ISSUE-0900,KEY-0900,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 5,Assignee 14,2023-08-18,2023-08-24 00:00:00.000000,6,146.27,Critical,Sales,Steps to resolve Weak Access Controls on Critical Cloud Resources,3517255.0,KRI,User_33,2023-08-18 06:08:00,login,['DE'],['DE'],Critical,28,13,900,7790.0
ISSUE-0901,KEY-0901,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 3,Assignee 18,2024-09-18,2024-09-21 00:00:00.000000,3,60.35,Critical,Sales,Steps to resolve Targeted Phishing Campaign Against Executives,2374565.0,KRI,User_14,2024-09-18 18:04:00,data_modification,['USA'],USA,High,26,10,1075,986.0
ISSUE-0902,KEY-0902,Targeted Phishing Campaign Against Executives,Phishing Attack,In Progress,Reporter 2,Assignee 4,2024-01-04,2024-11-07 19:53:43.863851,308,80.2,Critical,IT,Steps to resolve Targeted Phishing Campaign Against Executives,1566055.0,KRI,User_90,2024-01-04 03:35:00,file_access,['USA'],USA,Critical,26,10,900,10757.0
ISSUE-0903,KEY-0903,Malware Detected in Core System Components,Malware,In Progress,Reporter 7,Assignee 15,2024-05-16,2024-11-07 19:53:43.863851,175,118.67,Critical,HR,Steps to resolve Malware Detected in Core System Components,4650665.0,KRI,User_31,2024-05-16 10:17:00,login,['EU'],['EU'],Low,26,15,1900,2625.0
ISSUE-0904,KEY-0904,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 5,Assignee 19,2024-04-24,2024-11-07 19:53:43.863851,197,0.0,Low,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,392440.0,KRI,User_40,2024-04-24 20:28:00,file_access,['Unknown'],['Unknown'],Critical,26,10,900,1592.0
ISSUE-0905,KEY-0905,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,In Progress,Reporter 1,Assignee 2,2024-03-25,2024-11-07 19:53:43.863851,227,81.43,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,4917600.0,KPI,User_67,2024-03-25 12:12:00,data_modification,['FR'],EU,Low,26,21,900,3877.5
ISSUE-0906,KEY-0906,Multiple Unauthorized Access Attempts Detected,Access Control,Closed,Reporter 6,Assignee 15,2024-09-15,2024-09-19 00:00:00.000000,4,0.0,Low,Finance,Steps to resolve Multiple Unauthorized Access Attempts Detected,2214598.0,KPI,User_59,2024-09-15 02:11:00,login,['EU'],IN,Medium,26,15,1320,1095.0
ISSUE-0907,KEY-0907,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 2,Assignee 6,2023-10-05,2023-10-07 00:00:00.000000,2,83.86,Critical,HR,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,587930.0,KRI,User_49,2023-10-05 10:37:00,login,['FR'],JP,Medium,27,12,900,1315.0
ISSUE-0908,KEY-0908,Malware Detected in Core System Components,Malware,Open,Reporter 2,Assignee 15,2024-07-10,2024-11-07 19:53:43.863851,120,119.69,Critical,Finance,Steps to resolve Malware Detected in Core System Components,4486235.0,KRI,User_15,2024-07-10 01:12:00,file_access,['Unknown'],UK,Low,26,15,1770,3255.0
ISSUE-0909,KEY-0909,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 8,Assignee 16,2023-05-13,2023-05-15 00:00:00.000000,2,0.0,Low,Legal,Steps to resolve Weak Access Controls on Critical Cloud Resources,2661345.0,KRI,User_91,2023-05-13 02:52:00,file_access,['AU'],['AU'],Low,26,21,2154,1542.5
ISSUE-0910,KEY-0910,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 7,Assignee 10,2023-02-24,2024-11-07 19:53:43.863851,622,176.39,Critical,Sales,Steps to resolve Unassessed High-Risk Areas,2194340.0,KPI,User_49,2023-02-24 04:17:00,file_access,['FR'],UK,High,28,6,900,1226.0
ISSUE-0911,KEY-0911,Unusual Data Access from External Locations,Data Leak,Open,Reporter 10,Assignee 13,2023-06-08,2024-11-07 19:53:43.863851,518,89.77,Critical,Operations,Steps to resolve Unusual Data Access from External Locations,2630245.0,KRI,User_19,2023-06-08 02:20:00,data_modification,['EU'],Unknown,Medium,26,21,900,590.0
ISSUE-0912,KEY-0912,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 3,Assignee 7,2023-09-28,2024-11-07 19:53:43.863851,406,0.0,Low,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,886120.0,KRI,User_91,2023-09-28 22:07:00,file_access,['CN'],CANADA,Critical,26,10,900,2930.0
ISSUE-0913,KEY-0913,Supplier Network Breach Exposure,Procurement Security,Open,Reporter 4,Assignee 12,2024-09-06,2024-11-07 19:53:43.863851,62,142.64,Critical,Operations,Steps to resolve Supplier Network Breach Exposure,2442440.0,KPI,User_47,2024-09-06 04:39:00,data_modification,['JP'],FR,Critical,26,13,1817,1268.0
ISSUE-0914,KEY-0914,Sudden Increase in Unfiltered Traffic,Network Security,In Progress,Reporter 9,Assignee 20,2023-11-08,2024-11-07 19:53:43.863851,365,60.53,Critical,Finance,Steps to resolve Sudden Increase in Unfiltered Traffic,2146790.0,KPI,User_40,2023-11-08 10:20:00,data_modification,['UK'],IN,High,39,17,2329,3428.0
ISSUE-0915,KEY-0915,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 9,Assignee 7,2023-06-16,2023-06-25 00:00:00.000000,9,161.52,Critical,HR,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,1488095.0,KPI,User_67,2023-06-16 09:30:00,data_modification,['EU'],USA,Low,26,12,900,565.0
ISSUE-0916,KEY-0916,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 8,Assignee 20,2024-08-31,2024-11-07 19:53:43.863851,68,0.0,Low,Operations,Steps to resolve Unassessed High-Risk Areas,2115665.0,KPI,User_32,2024-08-31 23:10:00,data_modification,['CN'],FR,High,26,13,1448,6776.0
ISSUE-0917,KEY-0917,Supplier Network Breach Exposure,Procurement Security,In Progress,Reporter 3,Assignee 13,2023-08-23,2024-11-07 19:53:43.863851,442,33.39,Critical,Sales,Steps to resolve Supplier Network Breach Exposure,1994865.0,KPI,User_44,2023-08-23 07:07:00,login,['USA'],DE,Low,26,12,1161,725.0
ISSUE-0918,KEY-0918,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Closed,Reporter 1,Assignee 8,2023-03-28,2023-04-05 00:00:00.000000,8,167.28,Critical,Finance,Steps to resolve Critical Issues Not Detected in Last Penetration Test,3169696.0,KPI,User_38,2023-03-28 21:54:00,file_access,['USA'],['USA'],Medium,26,18,900,5005.0
ISSUE-0919,KEY-0919,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 1,Assignee 19,2023-03-14,2023-03-15 00:00:00.000000,1,174.56,Critical,Sales,Steps to resolve Weak Access Controls on Critical Cloud Resources,1200405.0,KRI,User_62,2023-03-14 22:44:00,login,['JP'],UK,Low,26,15,2180,7220.0
ISSUE-0920,KEY-0920,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 9,Assignee 5,2024-07-17,2024-07-25 00:00:00.000000,8,63.28,Critical,Finance,Steps to resolve Supplier Network Breach Exposure,1579565.0,KPI,User_49,2024-07-17 00:07:00,data_modification,['USA'],USA,Medium,26,12,900,1142.5
ISSUE-0921,KEY-0921,High Frequency of Policy Violations,Management Oversight,In Progress,Reporter 7,Assignee 19,2024-04-24,2024-11-07 19:53:43.863851,197,47.03,Critical,Operations,Steps to resolve High Frequency of Policy Violations,2167470.0,KPI,User_16,2024-04-24 15:18:00,data_modification,['Unknown'],['Unknown'],Low,26,3,1176,6815.0
ISSUE-0922,KEY-0922,Targeted Phishing Campaign Against Executives,Phishing Attack,Open,Reporter 7,Assignee 18,2023-09-09,2024-11-07 19:53:43.863851,425,50.06,Critical,IT,Steps to resolve Targeted Phishing Campaign Against Executives,2398192.0,KRI,User_79,2023-09-09 23:32:00,data_modification,['UK'],['UK'],High,26,17,900,944.0
ISSUE-0923,KEY-0923,Unusual Data Transfer Volumes Detected,Data Breach,Resolved,Reporter 10,Assignee 16,2024-08-16,2024-08-24 00:00:00.000000,8,22.12,Critical,IT,Steps to resolve Unusual Data Transfer Volumes Detected,2892755.0,KRI,User_62,2024-08-16 16:52:00,file_access,['CANADA'],CN,Medium,26,9,900,2165.0
ISSUE-0924,KEY-0924,Unusual Data Access from External Locations,Data Leak,In Progress,Reporter 10,Assignee 7,2023-03-20,2024-11-07 19:53:43.863851,598,88.72,Critical,Legal,Steps to resolve Unusual Data Access from External Locations,1999595.0,KRI,User_82,2023-03-20 04:47:00,file_access,['JP'],CANADA,Medium,26,15,993,1072.5
ISSUE-0925,KEY-0925,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 8,Assignee 14,2024-07-30,2024-08-09 00:00:00.000000,10,127.65,Critical,HR,Steps to resolve Supplier Network Breach Exposure,2944315.0,KPI,User_17,2024-07-30 08:59:00,login,['FR'],IN,Low,26,15,900,525.0
ISSUE-0926,KEY-0926,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 10,Assignee 16,2024-08-09,2024-08-11 00:00:00.000000,2,88.14,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,2513980.0,KRI,User_55,2024-08-09 06:57:00,file_access,['AU'],IN,Low,26,3,900,2450.0
ISSUE-0927,KEY-0927,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Closed,Reporter 5,Assignee 20,2024-10-14,2024-10-17 00:00:00.000000,3,82.62,Critical,Sales,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,4070630.0,KPI,User_8,2024-10-14 11:39:00,data_modification,['FR'],AU,Low,26,6,900,7860.0
ISSUE-0928,KEY-0928,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 6,Assignee 13,2023-08-10,2024-11-07 19:53:43.863851,455,52.83,Critical,Finance,Steps to resolve Weak Access Controls on Critical Cloud Resources,399030.0,KRI,User_17,2023-08-10 04:14:00,login,['JP'],EU,High,28,21,1018,3044.0
ISSUE-0929,KEY-0929,Sudden Increase in Unfiltered Traffic,Network Security,Resolved,Reporter 7,Assignee 11,2023-12-27,2023-12-31 00:00:00.000000,4,80.48,Critical,Operations,Steps to resolve Sudden Increase in Unfiltered Traffic,4447804.0,KPI,User_41,2023-12-27 03:41:00,data_modification,['UK'],USA,Low,26,12,1973,3537.5
ISSUE-0930,KEY-0930,Multiple Unauthorized Access Attempts Detected,Access Control,Closed,Reporter 4,Assignee 8,2024-10-02,2024-10-12 00:00:00.000000,10,162.59,Critical,Finance,Steps to resolve Multiple Unauthorized Access Attempts Detected,3646185.0,KPI,User_41,2024-10-02 05:11:00,file_access,['CANADA'],FR,Critical,26,6,900,1415.0
ISSUE-0931,KEY-0931,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 6,Assignee 10,2023-09-04,2024-11-07 19:53:43.863851,430,118.24,Critical,IT,Steps to resolve Weak Access Controls on Critical Cloud Resources,1849685.0,KRI,User_68,2023-09-04 07:58:00,data_modification,['JP'],CANADA,High,26,10,1666,1505.0
ISSUE-0932,KEY-0932,Sudden Increase in Unfiltered Traffic,Network Security,In Progress,Reporter 2,Assignee 11,2023-12-17,2024-11-07 19:53:43.863851,326,77.12,Critical,Legal,Steps to resolve Sudden Increase in Unfiltered Traffic,2770055.0,KPI,User_74,2023-12-17 13:23:00,login,['AU'],CN,Low,26,9,1310,2315.0
ISSUE-0933,KEY-0933,Multiple Unauthorized Access Attempts Detected,Access Control,Open,Reporter 9,Assignee 10,2023-02-06,2024-11-07 19:53:43.863851,640,91.06,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,2682525.0,KPI,User_29,2023-02-06 06:04:00,login,['AU'],['AU'],Low,26,3,2083,4017.5
ISSUE-0934,KEY-0934,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 9,Assignee 15,2023-06-30,2024-11-07 19:53:43.863851,496,157.57,Critical,Operations,Steps to resolve Multiple Unauthorized Access Attempts Detected,3137520.0,KPI,User_79,2023-06-30 10:05:00,login,['EU'],AU,High,26,13,1104,5870.0
ISSUE-0935,KEY-0935,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,In Progress,Reporter 7,Assignee 3,2023-05-08,2024-11-07 19:53:43.863851,549,102.18,Critical,IT,Steps to resolve Weak Access Controls on Critical Cloud Resources,2807992.0,KRI,User_89,2023-05-08 03:34:00,file_access,['DE'],USA,Critical,26,13,900,1145.0
ISSUE-0936,KEY-0936,High Frequency of Policy Violations,Management Oversight,Open,Reporter 1,Assignee 13,2023-10-15,2024-11-07 19:53:43.863851,389,69.74,Critical,Legal,Steps to resolve High Frequency of Policy Violations,4247410.0,KPI,User_91,2023-10-15 16:09:00,login,['USA'],CN,Critical,26,6,900,4235.0
ISSUE-0937,KEY-0937,Supplier Network Breach Exposure,Procurement Security,Open,Reporter 3,Assignee 10,2023-01-30,2024-11-07 19:53:43.863851,647,0.0,Low,Finance,Steps to resolve Supplier Network Breach Exposure,971290.0,KPI,User_64,2023-01-30 22:05:00,data_modification,['IN'],CN,Critical,28,10,900,4373.0
ISSUE-0938,KEY-0938,Multiple Unauthorized Access Attempts Detected,Access Control,Open,Reporter 3,Assignee 11,2024-09-20,2024-11-07 19:53:43.863851,48,135.24,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,422215.0,KPI,User_52,2024-09-20 07:22:00,file_access,['UK'],AU,Low,26,15,1423,5040.0
ISSUE-0939,KEY-0939,Spike in Unauthorized Access Attempts,Unauthorized Access,Open,Reporter 7,Assignee 12,2023-06-29,2024-11-07 19:53:43.863851,497,141.44,Critical,HR,Steps to resolve Spike in Unauthorized Access Attempts,4374845.0,KRI,User_50,2023-06-29 19:08:00,data_modification,['UK'],CN,Medium,33,18,1369,1957.5
ISSUE-0940,KEY-0940,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 1,Assignee 12,2023-03-03,2023-03-06 00:00:00.000000,3,0.23,Low,Legal,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,3383302.0,KRI,User_35,2023-03-03 00:24:00,file_access,['CANADA'],UK,Critical,26,6,1970,3536.0
ISSUE-0941,KEY-0941,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 8,Assignee 10,2023-01-01,2023-01-11 00:00:00.000000,10,123.3,Critical,IT,Steps to resolve Unusual Data Access from External Locations,4763470.0,KRI,User_97,2023-01-01 11:44:00,data_modification,['Unknown'],['Unknown'],Medium,30,15,1941,5035.0
ISSUE-0942,KEY-0942,Targeted Phishing Campaign Against Executives,Phishing Attack,Open,Reporter 9,Assignee 4,2023-03-17,2024-11-07 19:53:43.863851,601,96.54,Critical,Operations,Steps to resolve Targeted Phishing Campaign Against Executives,3639935.0,KRI,User_52,2023-03-17 10:44:00,data_modification,['EU'],USA,Low,26,9,900,3145.0
ISSUE-0943,KEY-0943,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 8,Assignee 20,2024-09-25,2024-11-07 19:53:43.863851,43,147.6,Critical,Legal,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,2306190.0,KPI,User_71,2024-09-25 19:55:00,login,['CANADA'],['CANADA'],Medium,26,6,1018,2262.5
ISSUE-0944,KEY-0944,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 1,Assignee 20,2023-01-19,2024-11-07 19:53:43.863851,658,208.62,Critical,Sales,Steps to resolve Weak Access Controls on Critical Cloud Resources,2576385.0,KRI,User_11,2023-01-19 06:47:00,data_modification,['AU'],DE,High,26,10,900,7331.0
ISSUE-0945,KEY-0945,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 2,Assignee 11,2024-02-06,2024-02-12 00:00:00.000000,6,52.27,Critical,Legal,Steps to resolve Unusual Data Transfer Volumes Detected,4199470.0,KRI,User_80,2024-02-06 21:52:00,file_access,['IN'],DE,Critical,26,21,1543,6758.0
ISSUE-0946,KEY-0946,Significant Number of Untracked Devices,Asset Inventory Accuracy,Closed,Reporter 3,Assignee 5,2023-05-01,2023-05-06 00:00:00.000000,5,151.71,Critical,Operations,Steps to resolve Significant Number of Untracked Devices,690050.0,KPI,User_15,2023-05-01 21:13:00,file_access,['AU'],Unknown,Low,27,27,900,6732.5
ISSUE-0947,KEY-0947,Targeted Phishing Campaign Against Executives,Phishing Attack,Resolved,Reporter 7,Assignee 14,2023-05-27,2023-05-29 00:00:00.000000,2,38.74,Critical,IT,Steps to resolve Targeted Phishing Campaign Against Executives,3753850.0,KRI,User_10,2023-05-27 15:45:00,file_access,['DE'],JP,Critical,26,10,900,6824.0
ISSUE-0948,KEY-0948,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Open,Reporter 9,Assignee 9,2024-04-09,2024-11-07 19:53:43.863851,212,92.36,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,4510570.0,KPI,User_55,2024-04-09 06:34:00,data_modification,['Unknown'],DE,Critical,26,21,900,4304.0
ISSUE-0949,KEY-0949,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 3,Assignee 4,2023-08-14,2023-08-24 00:00:00.000000,10,18.79,Critical,Operations,Steps to resolve Critical Issues Not Detected in Last Penetration Test,660820.0,KPI,User_51,2023-08-14 06:49:00,login,['JP'],Unknown,Medium,26,12,900,3180.0
ISSUE-0950,KEY-0950,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,In Progress,Reporter 6,Assignee 14,2023-05-01,2024-11-07 19:53:43.863851,556,193.28,Critical,Sales,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2973615.0,KPI,User_80,2023-05-01 22:09:00,login,['FR'],CN,Low,26,15,1285,1092.5
ISSUE-0951,KEY-0951,Significant Number of Untracked Devices,Asset Inventory Accuracy,Resolved,Reporter 4,Assignee 17,2023-02-24,2023-03-03 00:00:00.000000,7,0.0,Low,Finance,Steps to resolve Significant Number of Untracked Devices,3244240.0,KPI,User_96,2023-02-24 22:24:00,login,['AU'],['AU'],High,26,13,900,662.0
ISSUE-0952,KEY-0952,Spike in Unauthorized Access Attempts,Unauthorized Access,Open,Reporter 10,Assignee 13,2024-01-19,2024-11-07 19:53:43.863851,293,71.19,Critical,Operations,Steps to resolve Spike in Unauthorized Access Attempts,2578485.0,KRI,User_35,2024-01-19 14:28:00,login,['CN'],JP,Medium,27,15,1770,1187.5
ISSUE-0953,KEY-0953,Malware Detected in Core System Components,Malware,Open,Reporter 2,Assignee 5,2023-04-16,2024-11-07 19:53:43.863851,571,63.72,Critical,Finance,Steps to resolve Malware Detected in Core System Components,4653952.0,KRI,User_50,2023-04-16 11:09:00,login,['IN'],IN,Critical,31,17,1155,1025.0
ISSUE-0954,KEY-0954,Multiple Unauthorized Access Attempts Detected,Access Control,Closed,Reporter 7,Assignee 20,2024-09-24,2024-10-03 00:00:00.000000,9,102.55,Critical,HR,Steps to resolve Multiple Unauthorized Access Attempts Detected,3634795.0,KPI,User_92,2024-09-24 10:07:00,data_modification,['USA'],EU,Medium,26,12,900,792.5
ISSUE-0955,KEY-0955,Malware Detected in Core System Components,Malware,Closed,Reporter 6,Assignee 11,2024-09-19,2024-09-26 00:00:00.000000,7,225.11,Critical,Sales,Steps to resolve Malware Detected in Core System Components,2299054.0,KRI,User_1,2024-09-19 22:03:00,file_access,['Unknown'],['Unknown'],Medium,26,15,987,7785.0
ISSUE-0956,KEY-0956,Unusual Data Access from External Locations,Data Leak,Closed,Reporter 3,Assignee 19,2024-02-24,2024-03-03 00:00:00.000000,8,200.99,Critical,Operations,Steps to resolve Unusual Data Access from External Locations,1287502.0,KRI,User_35,2024-02-24 23:37:00,file_access,['UK'],CANADA,High,26,21,1665,2249.0
ISSUE-0957,KEY-0957,Lack of Updated Risk Management Procedures,Risk Management Maturity,In Progress,Reporter 9,Assignee 12,2023-01-25,2024-11-07 19:53:43.863851,652,0.0,Low,Sales,Steps to resolve Lack of Updated Risk Management Procedures,4214235.0,KPI,User_25,2023-01-25 08:46:00,file_access,['JP'],FR,Medium,27,6,2003,592.5
ISSUE-0958,KEY-0958,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Closed,Reporter 8,Assignee 13,2024-04-20,2024-04-27 00:00:00.000000,7,131.04,Critical,Finance,Steps to resolve Delayed Patching of Critical Vulnerabilities,4487355.0,KPI,User_33,2024-04-20 17:55:00,login,['DE'],['DE'],Medium,26,9,1490,1480.0
