Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0434,KEY-0434,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 10,Assignee 3,2023-01-13,2023-01-20 00:00:00.000000,7,96.23,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,1508252.5,KRI,User_2,2023-01-13 19:52:00,file_access,UK,Unknown,900,26,9,967.5,24.046000000000003,Critical,Immediate Response
ISSUE-0435,KEY-0435,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Resolved,Reporter 4,Assignee 15,2023-10-14,2023-10-23 00:00:00.000000,9,16.8,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1110375.0,KRI,User_14,2023-10-14 10:20:00,file_access,Unknown,Unknown,2591,26,12,1212.5,8.36,High,Lock Account & Alert
ISSUE-0436,KEY-0436,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Open,Reporter 5,Assignee 13,2023-04-16,2024-11-20 10:01:53.785164,584,54.33,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1361557.5,KRI,User_39,2023-04-16 18:41:00,file_access,UK,AU,1101,26,9,2477.5,14.966,Critical,Immediate Response
ISSUE-0437,KEY-0437,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 10,Assignee 20,2023-05-24,2023-05-31 00:00:00.000000,7,49.25,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1101275.0,KRI,User_86,2023-05-24 09:23:00,file_access,AU,DE,1443,26,18,1997.5,13.750000000000002,Critical,Immediate Response
ISSUE-0438,KEY-0438,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 2,Assignee 16,2024-04-07,2024-11-20 10:01:53.785164,227,53.05,Critical,Legal,Steps to resolve Outdated Operating System Components,1376942.0,KPI,User_39,2024-04-07 22:20:00,login,FR,FR,900,26,6,2990.0,16.509999999999998,Critical,Immediate Response
ISSUE-0439,KEY-0439,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,In Progress,Reporter 5,Assignee 2,2023-07-29,2024-11-20 10:01:53.785164,480,28.64,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,1156432.5,KRI,User_60,2023-07-29 02:01:00,file_access,FR,IN,2223,26,9,6700.0,10.728000000000002,Critical,Immediate Response
ISSUE-0440,KEY-0440,Supplier Security Compliance Gaps,1,Procurement Security,Medium,In Progress,Reporter 6,Assignee 6,2024-06-11,2024-11-20 10:01:53.785164,162,52.28,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,892812.5,KPI,User_52,2024-06-11 10:33:00,login,USA,IN,900,26,12,920.0,15.456000000000001,Critical,Immediate Response
ISSUE-0441,KEY-0441,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 5,Assignee 5,2024-03-09,2024-03-13 00:00:00.000000,4,80.71,Critical,Sales,Steps to resolve Outdated Operating System Components,2281017.5,KPI,User_40,2024-03-09 03:43:00,data_modification,UK,UK,900,26,3,1367.5,19.642000000000003,Critical,Immediate Response
ISSUE-0442,KEY-0442,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 1,Assignee 6,2023-02-23,2023-02-26 00:00:00.000000,3,44.93,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,2438612.0,KPI,User_37,2023-02-23 12:47:00,file_access,IN,USA,2370,26,17,959.0,15.086,Critical,Immediate Response
ISSUE-0443,KEY-0443,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,In Progress,Reporter 1,Assignee 8,2024-11-14,2024-11-20 10:01:53.785164,6,43.09,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,807092.0,KRI,User_99,2024-11-14 02:42:00,login,FR,FR,1425,26,21,7523.0,14.318000000000001,Critical,Immediate Response
ISSUE-0444,KEY-0444,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Resolved,Reporter 4,Assignee 9,2024-01-15,2024-01-16 00:00:00.000000,1,5.99,Medium,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,589282.5,KRI,User_93,2024-01-15 21:24:00,data_modification,EU,DE,900,26,15,780.0,3.898,Low,Limit Data Transfer
ISSUE-0445,KEY-0445,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 8,Assignee 8,2024-07-04,2024-07-10 00:00:00.000000,6,54.01,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,616525.0,KRI,User_14,2024-07-04 15:12:00,data_modification,Unknown,Unknown,900,26,21,4717.5,15.602,Critical,Immediate Response
ISSUE-0446,KEY-0446,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 1,Assignee 19,2023-11-22,2024-11-20 10:01:53.785164,364,54.34,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1594952.0,KRI,User_73,2023-11-22 16:31:00,login,FR,FR,900,26,6,5576.0,17.368000000000002,Critical,Immediate Response
ISSUE-0447,KEY-0447,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 3,Assignee 6,2023-11-10,2024-11-20 10:01:53.785164,376,43.78,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,2582654.0,KRI,User_65,2023-11-10 00:43:00,file_access,IN,JP,1677,26,6,1034.0,15.256,Critical,Immediate Response
ISSUE-0448,KEY-0448,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 6,Assignee 16,2024-11-06,2024-11-14 00:00:00.000000,8,53.76,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,2327187.5,KRI,User_16,2024-11-06 01:17:00,data_modification,IN,IN,900,30,12,4555.0,15.752,Critical,Immediate Response
ISSUE-0449,KEY-0449,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 9,Assignee 3,2023-06-21,2024-11-20 10:01:53.785164,518,71.27,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1495139.0,KPI,User_25,2023-06-21 07:53:00,file_access,AU,AU,900,26,31,1241.0,20.154,Critical,Immediate Response
ISSUE-0450,KEY-0450,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 9,Assignee 16,2024-04-02,2024-11-20 10:01:53.785164,232,45.16,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,744887.5,KRI,User_43,2024-04-02 18:43:00,data_modification,EU,EU,1711,26,6,547.5,13.132,Critical,Immediate Response
ISSUE-0451,KEY-0451,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Resolved,Reporter 8,Assignee 8,2023-04-24,2023-05-02 00:00:00.000000,8,83.42,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,1867040.0,KRI,User_12,2023-04-24 19:39:00,file_access,AU,AU,900,26,13,7136.0,23.184,Critical,Immediate Response
ISSUE-0452,KEY-0452,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 2,Assignee 9,2024-04-13,2024-04-16 00:00:00.000000,3,71.95,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,156323.0,KRI,User_25,2024-04-13 02:18:00,login,UK,UK,900,28,10,4949.0,19.89,Critical,Immediate Response
ISSUE-0453,KEY-0453,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 2,Assignee 13,2024-06-19,2024-06-25 00:00:00.000000,6,46.13,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,961365.0,KPI,User_31,2024-06-19 05:56:00,login,USA,USA,2783,26,12,2197.5,13.126000000000001,Critical,Immediate Response
ISSUE-0454,KEY-0454,Outdated Operating System Components,1,System Vulnerability,High,Closed,Reporter 7,Assignee 20,2023-07-17,2023-07-24 00:00:00.000000,7,132.68,Critical,Finance,Steps to resolve Outdated Operating System Components,454349.0,KPI,User_18,2023-07-17 23:25:00,data_modification,Unknown,Unknown,1709,26,10,2600.0,32.236000000000004,Critical,Immediate Response
ISSUE-0455,KEY-0455,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 7,Assignee 4,2023-07-15,2024-11-20 10:01:53.785164,494,60.4,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2734253.0,KRI,User_15,2023-07-15 07:54:00,login,USA,USA,1047,26,13,6497.0,18.58,Critical,Immediate Response
ISSUE-0456,KEY-0456,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 4,Assignee 8,2024-03-06,2024-11-20 10:01:53.785164,259,48.22,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1640627.5,KRI,User_76,2024-03-06 09:27:00,login,EU,Unknown,1681,26,9,1530.0,14.644,Critical,Immediate Response
ISSUE-0457,KEY-0457,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 5,Assignee 14,2024-01-09,2024-11-20 10:01:53.785164,316,70.03,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,660410.0,KRI,User_91,2024-01-09 15:19:00,data_modification,IN,IN,1652,26,13,2549.0,19.906,Critical,Immediate Response
ISSUE-0458,KEY-0458,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 1,Assignee 9,2023-07-15,2024-11-20 10:01:53.785164,494,2.14,Low,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1678463.0,KRI,User_56,2023-07-15 04:10:00,data_modification,DE,DE,2886,31,17,1592.0,5.327999999999999,Medium,Increase Monitoring
ISSUE-0459,KEY-0459,Detected Malware Infiltration in Internal Systems,1,Malware,High,Resolved,Reporter 7,Assignee 13,2023-12-09,2023-12-14 00:00:00.000000,5,112.19,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1661108.0,KRI,User_35,2023-12-09 23:32:00,file_access,DE,DE,1327,26,13,7607.0,28.138,Critical,Immediate Response
ISSUE-0460,KEY-0460,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 1,Assignee 12,2024-07-14,2024-07-15 00:00:00.000000,1,64.96,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1203815.0,KRI,User_24,2024-07-14 04:31:00,login,USA,USA,900,26,21,3140.0,19.092,Critical,Immediate Response
ISSUE-0461,KEY-0461,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Closed,Reporter 4,Assignee 2,2023-06-19,2023-06-20 00:00:00.000000,1,85.67,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,1919924.0,KRI,User_22,2023-06-19 14:02:00,data_modification,IN,FR,2634,26,21,1955.0,22.634,Critical,Immediate Response
ISSUE-0462,KEY-0462,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Open,Reporter 1,Assignee 1,2023-07-18,2024-11-20 10:01:53.785164,491,54.83,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2769464.0,KPI,User_54,2023-07-18 19:15:00,login,CN,CN,900,26,13,4856.0,16.866,Critical,Immediate Response
ISSUE-0463,KEY-0463,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Open,Reporter 6,Assignee 6,2024-04-22,2024-11-20 10:01:53.785164,212,71.45,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,303890.0,KRI,User_71,2024-04-22 08:16:00,login,UK,UK,900,26,9,7870.0,18.39,Critical,Immediate Response
ISSUE-0464,KEY-0464,Inadequate Firewall Configurations,1,Network Security,Low,Resolved,Reporter 5,Assignee 20,2024-04-05,2024-04-14 00:00:00.000000,9,2.0,Low,Sales,Steps to resolve Inadequate Firewall Configurations,2352915.0,KPI,User_84,2024-04-05 18:04:00,data_modification,USA,USA,1571,26,3,1600.0,2.5,Low,Limit Data Transfer
ISSUE-0465,KEY-0465,Inadequate Firewall Configurations,1,Network Security,Low,Resolved,Reporter 3,Assignee 3,2023-04-07,2023-04-11 00:00:00.000000,4,63.64,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2224762.5,KPI,User_67,2023-04-07 13:37:00,login,Unknown,Unknown,1371,27,12,1892.5,16.628,Critical,Immediate Response
ISSUE-0466,KEY-0466,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 10,Assignee 1,2024-06-04,2024-06-14 00:00:00.000000,10,42.2,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,132357.5,KRI,User_30,2024-06-04 08:34:00,data_modification,FR,USA,1727,26,18,3227.5,12.540000000000001,Critical,Immediate Response
ISSUE-0467,KEY-0467,Detected Malware Infiltration in Internal Systems,1,Malware,High,Closed,Reporter 1,Assignee 8,2023-06-12,2023-06-17 00:00:00.000000,5,23.63,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,2910569.0,KRI,User_23,2023-06-12 19:28:00,data_modification,UK,AU,2649,26,21,782.0,10.426,Critical,Immediate Response
ISSUE-0468,KEY-0468,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 2,Assignee 11,2024-05-11,2024-05-18 00:00:00.000000,7,20.72,Critical,Sales,Steps to resolve Insufficient Access Control Measures,2150235.0,KPI,User_91,2024-05-11 15:02:00,login,CN,CN,1184,26,18,2702.5,8.044,High,Lock Account & Alert
ISSUE-0469,KEY-0469,Inadequate Firewall Configurations,1,Network Security,High,Resolved,Reporter 7,Assignee 6,2024-08-30,2024-09-06 00:00:00.000000,7,40.98,Critical,HR,Steps to resolve Inadequate Firewall Configurations,1336691.0,KPI,User_39,2024-08-30 11:51:00,data_modification,Unknown,Unknown,1396,26,21,740.0,13.896,Critical,Immediate Response
ISSUE-0470,KEY-0470,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 10,Assignee 16,2023-04-30,2023-05-06 00:00:00.000000,6,81.48,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,352810.0,KPI,User_51,2023-04-30 18:20:00,file_access,DE,DE,900,26,9,2090.0,20.196000000000005,Critical,Immediate Response
ISSUE-0471,KEY-0471,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 4,Assignee 5,2024-04-08,2024-11-20 10:01:53.785164,226,86.32,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2471258.0,KPI,User_22,2024-04-08 01:30:00,file_access,UK,UK,900,26,10,12566.0,23.163999999999998,Critical,Immediate Response
ISSUE-0472,KEY-0472,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 1,Assignee 1,2024-08-20,2024-08-22 00:00:00.000000,2,37.89,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,937857.5,KRI,User_47,2024-08-20 08:53:00,file_access,Unknown,Unknown,900,27,15,905.0,11.278,Critical,Immediate Response
ISSUE-0473,KEY-0473,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Resolved,Reporter 9,Assignee 1,2024-11-11,2024-11-13 00:00:00.000000,2,80.16,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,984125.0,KPI,User_27,2024-11-11 00:28:00,file_access,FR,FR,900,26,17,4532.0,22.132,Critical,Immediate Response
ISSUE-0474,KEY-0474,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 10,Assignee 13,2023-09-01,2024-11-20 10:01:53.785164,446,64.16,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,2487728.0,KPI,User_21,2023-09-01 09:38:00,login,AU,DE,1943,28,17,5963.0,19.332,Critical,Immediate Response
ISSUE-0475,KEY-0475,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 3,Assignee 13,2024-10-18,2024-11-20 10:01:53.785164,33,39.33,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,1659937.5,KRI,User_37,2024-10-18 19:14:00,file_access,CANADA,CANADA,900,26,18,1115.0,11.966,Critical,Immediate Response
ISSUE-0476,KEY-0476,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 9,Assignee 11,2023-08-09,2023-08-11 00:00:00.000000,2,36.19,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,1444620.0,KPI,User_60,2023-08-09 12:14:00,file_access,CANADA,CANADA,900,26,21,810.0,10.937999999999999,Critical,Immediate Response
ISSUE-0477,KEY-0477,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Open,Reporter 8,Assignee 4,2023-04-26,2024-11-20 10:01:53.785164,574,66.77,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,489385.0,KRI,User_25,2023-04-26 02:31:00,login,UK,IN,1116,26,12,2482.5,17.454,Critical,Immediate Response
ISSUE-0478,KEY-0478,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 10,Assignee 16,2024-07-28,2024-11-20 10:01:53.785164,115,45.13,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,193751.0,KPI,User_61,2024-07-28 21:27:00,data_modification,DE,DE,2624,28,3,6785.0,15.126000000000001,Critical,Immediate Response
ISSUE-0479,KEY-0479,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 9,Assignee 8,2024-03-02,2024-03-10 00:00:00.000000,8,54.66,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,1532222.5,KPI,User_100,2024-03-02 07:54:00,data_modification,JP,JP,1018,26,15,3477.5,15.032,Critical,Immediate Response
ISSUE-0480,KEY-0480,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 5,Assignee 14,2024-07-28,2024-08-02 00:00:00.000000,5,64.97,Critical,Finance,Steps to resolve Weak Authentication Protocols,1352471.0,KPI,User_27,2024-07-28 02:04:00,file_access,Unknown,Unknown,1009,26,3,4493.0,18.894000000000002,Critical,Immediate Response
ISSUE-0481,KEY-0481,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 9,Assignee 17,2023-04-11,2023-04-14 00:00:00.000000,3,54.63,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2597474.0,KPI,User_99,2023-04-11 13:45:00,file_access,IN,IN,900,31,10,707.0,17.026000000000003,Critical,Immediate Response
ISSUE-0482,KEY-0482,Outdated Operating System Components,1,System Vulnerability,Medium,Closed,Reporter 8,Assignee 10,2023-04-23,2023-04-27 00:00:00.000000,4,28.16,Critical,Operations,Steps to resolve Outdated Operating System Components,1811947.5,KPI,User_56,2023-04-23 00:44:00,login,JP,JP,1752,26,9,1550.0,10.432000000000002,Critical,Immediate Response
ISSUE-0483,KEY-0483,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 1,Assignee 12,2024-09-25,2024-11-20 10:01:53.785164,56,45.67,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1095326.0,KPI,User_37,2024-09-25 21:33:00,data_modification,DE,DE,900,28,13,815.0,15.034,Critical,Immediate Response
ISSUE-0484,KEY-0484,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 1,Assignee 8,2023-12-13,2023-12-18 00:00:00.000000,5,83.05,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1749122.5,KRI,User_68,2023-12-13 08:55:00,data_modification,JP,JP,1499,33,18,4887.5,20.51,Critical,Immediate Response
ISSUE-0485,KEY-0485,Inconsistent Review of Security Policies,1,Management Oversight,High,Open,Reporter 5,Assignee 10,2023-09-15,2024-11-20 10:01:53.785164,432,2.0,Low,Finance,Steps to resolve Inconsistent Review of Security Policies,1312193.0,KPI,User_76,2023-09-15 23:10:00,login,USA,USA,900,26,21,5696.0,4.699999999999999,Medium,Increase Monitoring
ISSUE-0486,KEY-0486,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 10,Assignee 1,2024-02-22,2024-11-20 10:01:53.785164,272,35.01,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,684227.5,KRI,User_55,2024-02-22 16:43:00,data_modification,JP,JP,1218,30,12,1930.0,11.102,Critical,Immediate Response
ISSUE-0487,KEY-0487,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 4,Assignee 5,2024-03-11,2024-11-20 10:01:53.785164,254,34.98,Critical,HR,Steps to resolve Inadequate Firewall Configurations,505019.0,KPI,User_85,2024-03-11 14:03:00,login,CANADA,CANADA,2082,31,13,2267.0,12.895999999999999,Critical,Immediate Response
ISSUE-0488,KEY-0488,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,In Progress,Reporter 7,Assignee 12,2023-01-18,2024-11-20 10:01:53.785164,672,18.48,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,466061.0,KRI,User_66,2023-01-18 08:42:00,file_access,Unknown,Unknown,1430,26,10,4010.0,9.596,Critical,Immediate Response
ISSUE-0489,KEY-0489,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Resolved,Reporter 8,Assignee 12,2023-10-10,2023-10-15 00:00:00.000000,5,80.63,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,191902.5,KRI,User_75,2023-10-10 17:18:00,login,IN,IN,900,26,9,1020.0,20.926000000000002,Critical,Immediate Response
ISSUE-0490,KEY-0490,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 4,Assignee 1,2024-04-01,2024-11-20 10:01:53.785164,233,25.02,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,1769849.0,KPI,User_59,2024-04-01 23:48:00,data_modification,JP,JP,3266,26,6,2117.0,11.504000000000001,Critical,Immediate Response
ISSUE-0491,KEY-0491,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,In Progress,Reporter 10,Assignee 12,2024-05-03,2024-11-20 10:01:53.785164,201,73.91,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,886517.5,KRI,User_32,2024-05-03 15:21:00,data_modification,USA,USA,900,26,6,8585.0,19.782,Critical,Immediate Response
ISSUE-0492,KEY-0492,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 4,Assignee 5,2023-12-28,2024-01-01 00:00:00.000000,4,99.7,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,652940.0,KRI,User_6,2023-12-28 17:33:00,file_access,DE,DE,2594,28,13,4412.0,26.240000000000002,Critical,Immediate Response
ISSUE-0493,KEY-0493,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 4,Assignee 9,2023-11-07,2024-11-20 10:01:53.785164,379,66.66,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,1688363.0,KRI,User_19,2023-11-07 12:09:00,data_modification,CANADA,CANADA,900,28,6,734.0,19.232,Critical,Immediate Response
ISSUE-0494,KEY-0494,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 4,Assignee 12,2023-11-02,2024-11-20 10:01:53.785164,384,43.86,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,1139045.0,KRI,User_54,2023-11-02 10:32:00,file_access,CN,CN,1627,26,9,3005.0,12.872,Critical,Immediate Response
ISSUE-0495,KEY-0495,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 2,Assignee 20,2024-05-22,2024-05-31 00:00:00.000000,9,31.88,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,2550233.0,KPI,User_41,2024-05-22 00:38:00,file_access,AU,USA,994,26,28,6071.0,12.276,Critical,Immediate Response
ISSUE-0496,KEY-0496,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 1,Assignee 14,2024-06-16,2024-06-26 00:00:00.000000,10,2.0,Low,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1578902.0,KRI,User_74,2024-06-16 12:48:00,login,FR,Unknown,900,26,31,653.0,4.699999999999999,Medium,Increase Monitoring
ISSUE-0497,KEY-0497,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 7,Assignee 16,2024-11-01,2024-11-20 10:01:53.785164,19,54.21,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2147432.0,KRI,User_88,2024-11-01 22:14:00,login,DE,DE,900,26,17,2879.0,17.342,Critical,Immediate Response
ISSUE-0498,KEY-0498,Supplier Security Compliance Gaps,1,Procurement Security,Low,Open,Reporter 10,Assignee 1,2023-04-28,2024-11-20 10:01:53.785164,572,73.67,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,377182.5,KPI,User_96,2023-04-28 23:40:00,file_access,UK,UK,1487,26,21,9027.5,18.834000000000003,Critical,Immediate Response
ISSUE-0499,KEY-0499,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 1,Assignee 8,2024-03-20,2024-11-20 10:01:53.785164,245,10.54,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1553235.0,KRI,User_18,2024-03-20 00:30:00,file_access,FR,FR,1189,26,12,6360.0,7.1080000000000005,High,Lock Account & Alert
ISSUE-0500,KEY-0500,Inconsistent Review of Security Policies,1,Management Oversight,Medium,In Progress,Reporter 1,Assignee 1,2023-12-08,2024-11-20 10:01:53.785164,348,44.13,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,826552.5,KPI,User_94,2023-12-08 13:18:00,data_modification,EU,EU,1295,26,9,1660.0,13.826,Critical,Immediate Response
ISSUE-0501,KEY-0501,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Closed,Reporter 3,Assignee 11,2024-10-25,2024-10-29 00:00:00.000000,4,46.78,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,2448115.0,KRI,User_71,2024-10-25 00:42:00,data_modification,UK,UK,1187,26,6,3132.5,14.156,Critical,Immediate Response
ISSUE-0502,KEY-0502,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Resolved,Reporter 2,Assignee 5,2023-05-02,2023-05-06 00:00:00.000000,4,66.05,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2038442.5,KRI,User_76,2023-05-02 17:53:00,data_modification,CANADA,CANADA,900,26,3,4152.5,17.610000000000003,Critical,Immediate Response
ISSUE-0503,KEY-0503,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 6,Assignee 13,2023-07-14,2024-11-20 10:01:53.785164,495,15.59,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1318463.0,KPI,User_56,2023-07-14 20:31:00,data_modification,DE,DE,1299,35,3,3521.0,8.618,High,Limit Data Transfer
ISSUE-0504,KEY-0504,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Resolved,Reporter 9,Assignee 20,2023-04-27,2023-05-01 00:00:00.000000,4,31.32,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2159795.0,KPI,User_85,2023-04-27 17:38:00,data_modification,JP,JP,1012,28,13,15074.0,12.564,Critical,Immediate Response
ISSUE-0505,KEY-0505,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 8,Assignee 11,2024-08-07,2024-11-20 10:01:53.785164,105,27.42,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1806617.0,KPI,User_72,2024-08-07 08:55:00,file_access,AU,AU,900,26,10,1874.0,11.384,Critical,Immediate Response
